Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.060875     0.000     0.000    78.378    24.413     0b111    20190607T133900647459
  120      -4.5350      0.00        0.00    0.057563     0.000     0.000    78.784    24.413     0b111    20190607T133901605060
  110      -4.1562      0.00        0.00    0.052312     0.000     0.000    79.450    24.445     0b111    20190607T133902562752
  100      -3.7778      0.50        1.25    0.047063     0.000     0.000    80.271    24.445     0b111    20190607T133903519395
   90      -3.4004      0.57        1.25    0.041844     0.031     0.063    81.264    24.413     0b111    20190607T133904477424
   80      -3.0225      0.00        0.00    0.036625     0.000     0.000    82.526    24.413     0b111    20190607T133905436867
   70      -2.6438      0.00        0.00    0.031375     0.000     0.000    84.263    24.445     0b111    20190607T133906393139
   60      -2.2639      0.38        1.25    0.026125     0.000     0.000    86.656    24.445     0b111    20190607T133907354873
   50      -1.8862      0.00        0.00    0.020938     0.000     0.000    90.090    24.445     0b111    20190607T133908314608
   40      -1.5087      0.00        0.00    0.015687     0.000     0.000    96.175    24.477     0b111    20190607T133909270690
   30      -1.1314      0.37        1.25    0.010500     0.000     0.000   107.750    24.477     0b111    20190607T133910227273
   20      -0.7538      0.00        0.00    0.005312     0.000     0.000   141.882    24.445     0b111    20190607T133911186548
   10      -0.3763      0.00        0.00    0.000125     0.000     0.000  3010.000    24.445     0b111    20190607T133912143378
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.445     0b111    20190607T133913102158
