Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7938      0.00        0.00    0.039556     0.019     0.063   121.188    24.065       0b0    20181011T151425079561
  120      -4.6200      0.00        0.00    0.037687     0.000     0.000   122.587    24.033       0b0    20181011T151426131791
  110      -4.2350      0.00        0.00    0.033687     0.000     0.000   125.714    24.033       0b0    20181011T151427184505
  100      -3.8500      0.00        0.00    0.029625     0.000     0.000   129.958    24.065       0b0    20181011T151428234268
   90      -3.4662      0.00        0.00    0.025625     0.000     0.000   135.268    24.065       0b0    20181011T151429286355
   80      -3.0813      0.00        0.00    0.021625     0.000     0.000   142.486    24.033       0b0    20181011T151430337085
   70      -2.6962      0.00        0.00    0.017569     0.019     0.062   153.469    24.033       0b0    20181011T151431389770
   60      -2.3090      0.50        1.25    0.013556     0.019     0.062   170.327    24.033       0b0    20181011T151432442907
   50      -1.9237      0.00        0.00    0.009512     0.025     0.063   202.234    24.065       0b0    20181011T151433495924
   40      -1.5391      0.57        1.25    0.005500     0.000     0.000   279.841    24.033       0b0    20181011T151434549148
   30      -1.1538      0.00        0.00    0.001506     0.019     0.063   765.975    24.033       0b0    20181011T151435600631
   20      -0.7687      0.00        0.00    0.000000     0.000     0.000     1.000    24.033       0b0    20181011T151436653363
   10      -0.3838      0.00        0.00    0.000000     0.000     0.000     1.000    24.033       0b0    20181011T151437706347
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.033       0b0    20181011T151438759205
