Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7825      0.00        0.00    0.071250     0.000     0.000    67.123    25.808     0b111    20181030T140643762226
  120      -4.6763      0.00        0.00    0.069750     0.000     0.000    67.043    25.777     0b111    20181030T140644718703
  110      -4.2860      0.50        1.25    0.064375     0.000     0.000    66.579    25.777     0b111    20181030T140645674576
  100      -3.8950      0.00        0.00    0.059000     0.000     0.000    66.017    25.777     0b111    20181030T140646631713
   90      -3.5063      0.00        0.00    0.053669     0.029     0.063    65.331    25.745     0b111    20181030T140647587155
   80      -3.1163      0.00        0.00    0.048312     0.000     0.000    64.502    25.745     0b111    20181030T140648542931
   70      -2.7262      0.00        0.00    0.042950     0.025     0.062    63.475    25.745     0b111    20181030T140649498375
   60      -2.3348      0.50        1.25    0.037581     0.029     0.063    62.125    25.745     0b111    20181030T140650455905
   50      -1.9450      0.00        0.00    0.032250     0.000     0.000    60.310    25.713     0b111    20181030T140651414218
   40      -1.5563      0.00        0.00    0.026938     0.000     0.000    57.773    25.713     0b111    20181030T140652368079
   30      -1.1663      0.00        0.00    0.021619     0.019     0.062    53.946    25.682     0b111    20181030T140653324476
   20      -0.7766      0.57        1.25    0.016313     0.000     0.000    47.609    25.682     0b111    20181030T140654280841
   10      -0.3880      0.61        1.25    0.011000     0.000     0.000    35.273    25.682     0b111    20181030T140655236543
    0      -0.0000      0.00        0.00    0.005687     0.000     0.000    -0.000    25.682     0b111    20181030T140656190679
