Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7778      0.50        1.25    0.055194     0.019     0.063    86.563    23.938       0b0    20190530T125648656590
  120      -4.4699      0.37        1.25    0.051981     0.029     0.063    85.990    23.970       0b0    20190530T125649614193
  110      -4.0962      0.00        0.00    0.048094     0.031     0.063    85.172    23.970       0b0    20190530T125650573851
  100      -3.7246      0.57        1.25    0.044237     0.025     0.062    84.196    23.970       0b0    20190530T125651530712
   90      -3.3525      0.00        0.00    0.040375     0.000     0.000    83.034    23.970       0b0    20190530T125652486567
   80      -2.9800      0.00        0.00    0.036500     0.000     0.000    81.644    23.906       0b0    20190530T125653444677
   70      -2.6075      0.00        0.00    0.032625     0.000     0.000    79.923    23.938       0b0    20190530T125654402132
   60      -2.2325      0.00        0.00    0.028750     0.000     0.000    77.652    23.970       0b0    20190530T125655358106
   50      -1.8609      0.57        1.25    0.024931     0.019     0.063    74.640    23.938       0b0    20190530T125656313759
   40      -1.4887      0.00        0.00    0.021063     0.000     0.000    70.682    23.938       0b0    20190530T125657271366
   30      -1.1163      0.00        0.00    0.017250     0.000     0.000    64.710    23.938       0b0    20190530T125658230347
   20      -0.7450      0.00        0.00    0.013438     0.000     0.000    55.442    23.938       0b0    20190530T125659190513
   10      -0.3725      0.00        0.00    0.009594     0.031     0.063    38.827    23.938       0b0    20190530T125700149947
    0      -0.0000      0.00        0.00    0.005750     0.000     0.000    -0.000    23.938       0b0    20190530T125701108560
