Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7737      0.00        0.00    0.061437     0.000     0.000    77.701    24.065    0b1111    20191206T141658306183
  120      -4.7625      0.00        0.00    0.061250     0.000     0.000    77.755    24.065    0b1111    20191206T141659265945
  110      -4.4550      0.00        0.00    0.056750     0.000     0.000    78.502    24.065    0b1111    20191206T141700229431
  100      -4.0477      0.50        1.25    0.050756     0.019     0.063    79.749    24.096    0b1111    20191206T141701189751
   90      -3.6425      0.00        0.00    0.044812     0.000     0.000    81.283    24.096    0b1111    20191206T141702152984
   80      -3.2362      0.00        0.00    0.038875     0.000     0.000    83.248    24.096    0b1111    20191206T141703111632
   70      -2.8300      0.00        0.00    0.032938     0.000     0.000    85.920    24.096    0b1111    20191206T141704073201
   60      -2.4219      0.62        1.25    0.027000     0.000     0.000    89.699    24.065    0b1111    20191206T141705044033
   50      -2.0167      0.61        1.25    0.021100     0.031     0.062    95.581    24.096    0b1111    20191206T141706015740
   40      -1.6125      0.00        0.00    0.015188     0.000     0.000   106.173    24.096    0b1111    20191206T141706987223
   30      -1.2075      0.00        0.00    0.009312     0.000     0.000   129.664    24.096    0b1111    20191206T141707954954
   20      -0.8025      0.00        0.00    0.003481     0.029     0.063   230.521    24.096    0b1111    20191206T141708927191
   10      -0.3988      0.00        0.00    0.000000     0.000     0.000     1.000    24.128    0b1111    20191206T141709890668
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.096    0b1111    20191206T141710850972
