Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7771      0.57        1.25    0.086225     0.031     0.063    55.403    24.001    0b1001    20190614T104156175656
  120      -4.5850      0.00        0.00    0.082937     0.000     0.000    55.283    23.970    0b1001    20190614T104157132657
  110      -4.2013      0.00        0.00    0.076438     0.000     0.000    54.963    24.001    0b1001    20190614T104158086779
  100      -3.8200      0.00        0.00    0.070000     0.000     0.000    54.571    24.001    0b1001    20190614T104159045421
   90      -3.4387      0.00        0.00    0.063562     0.000     0.000    54.100    24.033    0b1001    20190614T104200003661
   80      -3.0562      0.00        0.00    0.057125     0.000     0.000    53.501    24.001    0b1001    20190614T104200962733
   70      -2.6742      0.61        1.25    0.050675     0.025     0.063    52.773    24.033    0b1001    20190614T104201921859
   60      -2.2897      0.50        1.25    0.044187     0.000     0.000    51.819    24.033    0b1001    20190614T104202881565
   50      -1.9075      0.00        0.00    0.037750     0.000     0.000    50.530    24.033    0b1001    20190614T104203840914
   40      -1.5250      0.00        0.00    0.031269     0.029     0.063    48.771    24.001    0b1001    20190614T104204807549
   30      -1.1425      0.00        0.00    0.024819     0.019     0.063    46.034    24.033    0b1001    20190614T104205771028
   20      -0.7600      0.00        0.00    0.018437     0.000     0.000    41.220    24.001    0b1001    20190614T104206729559
   10      -0.3775      0.00        0.00    0.012000     0.000     0.000    31.458    24.001    0b1001    20190614T104207688039
    0      -0.0000      0.00        0.00    0.005562     0.000     0.000    -0.000    24.001    0b1001    20190614T104208644256
