Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7700      0.00        0.00    0.072000     0.000     0.000    66.250    23.716    0b1111    20191205T144045101097
  120      -4.4636      0.37        1.25    0.067438     0.000     0.000    66.189    23.716    0b1111    20191205T144046065443
  110      -4.0900      0.00        0.00    0.061894     0.029     0.063    66.081    23.748    0b1111    20191205T144047030838
  100      -3.7188      0.00        0.00    0.056375     0.000     0.000    65.965    23.748    0b1111    20191205T144047992213
   90      -3.3475      0.00        0.00    0.050875     0.000     0.000    65.799    23.779    0b1111    20191205T144048948056
   80      -2.9750      0.00        0.00    0.045375     0.000     0.000    65.565    23.779    0b1111    20191205T144049905953
   70      -2.6025      0.00        0.00    0.039875     0.000     0.000    65.266    23.748    0b1111    20191205T144050862113
   60      -2.2284      0.57        1.25    0.034325     0.025     0.063    64.920    23.779    0b1111    20191205T144051819218
   50      -1.8560      0.50        1.25    0.028819     0.019     0.063    64.403    23.748    0b1111    20191205T144052777485
   40      -1.4838      0.00        0.00    0.023344     0.031     0.063    63.561    23.779    0b1111    20191205T144053735728
   30      -1.1113      0.00        0.00    0.017869     0.019     0.062    62.190    23.779    0b1111    20191205T144054692068
   20      -0.7387      0.00        0.00    0.012425     0.025     0.063    59.457    23.779    0b1111    20191205T144055650681
   10      -0.3663      0.00        0.00    0.006938     0.000     0.000    52.793    23.779    0b1111    20191205T144056608014
    0      -0.0000      0.00        0.00    0.001450     0.025     0.063    -0.000    23.779    0b1111    20191205T144057567131
