Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.081950     0.025     0.063    58.313    25.079    0b1001    20190614T131014734627
  120      -4.5713      0.00        0.00    0.078438     0.000     0.000    58.279    25.079    0b1001    20190614T131015695852
  110      -4.1887      0.00        0.00    0.072000     0.000     0.000    58.177    25.079    0b1001    20190614T131016658461
  100      -3.8088      0.00        0.00    0.065569     0.019     0.063    58.088    25.111    0b1001    20190614T131017621068
   90      -3.4287      0.00        0.00    0.059187     0.000     0.000    57.930    25.111    0b1001    20190614T131018586430
   80      -3.0475      0.00        0.00    0.052750     0.000     0.000    57.773    25.111    0b1001    20190614T131019554040
   70      -2.6663      0.00        0.00    0.046325     0.025     0.063    57.555    25.111    0b1001    20190614T131020520385
   60      -2.2825      0.00        0.00    0.039875     0.000     0.000    57.241    25.111    0b1001    20190614T131021481754
   50      -1.9013      0.00        0.00    0.033438     0.000     0.000    56.860    25.111    0b1001    20190614T131022447123
   40      -1.5200      0.00        0.00    0.027000     0.000     0.000    56.296    25.111    0b1001    20190614T131023408851
   30      -1.1389      0.38        1.25    0.020563     0.000     0.000    55.386    25.143    0b1001    20190614T131024374234
   20      -0.7578      0.50        1.25    0.014181     0.019     0.062    53.433    25.111    0b1001    20190614T131025336158
   10      -0.3775      0.00        0.00    0.007712     0.031     0.063    48.947    25.111    0b1001    20190614T131026299057
    0      -0.0000      0.00        0.00    0.001256     0.019     0.062    -0.000    25.143    0b1001    20190614T131027263019
