Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7799      0.37        1.25    0.065250     0.000     0.000    73.255    23.304     0b111    20190528T095520041786
  120      -4.6213      0.00        0.00    0.063063     0.000     0.000    73.280    23.272     0b111    20190528T095521003055
  110      -4.2348      0.50        1.25    0.057875     0.000     0.000    73.171    23.304     0b111    20190528T095521964156
  100      -3.8487      0.00        0.00    0.052687     0.000     0.000    73.049    23.304     0b111    20190528T095522924526
   90      -3.4629      0.57        1.25    0.047456     0.029     0.063    72.970    23.304     0b111    20190528T095523884585
   80      -3.0775      0.00        0.00    0.042250     0.000     0.000    72.840    23.304     0b111    20190528T095524845737
   70      -2.6913      0.00        0.00    0.037062     0.000     0.000    72.614    23.304     0b111    20190528T095525803957
   60      -2.3038      0.00        0.00    0.031813     0.000     0.000    72.417    23.335     0b111    20190528T095526759475
   50      -1.9187      0.00        0.00    0.026625     0.000     0.000    72.066    23.304     0b111    20190528T095527719321
   40      -1.5331      0.62        1.25    0.021438     0.000     0.000    71.516    23.304     0b111    20190528T095528682056
   30      -1.1487      0.00        0.00    0.016256     0.019     0.063    70.665    23.335     0b111    20190528T095529643287
   20      -0.7626      0.37        1.25    0.011125     0.000     0.000    68.551    23.304     0b111    20190528T095530603655
   10      -0.3786      0.38        1.25    0.005937     0.000     0.000    63.768    23.335     0b111    20190528T095531562860
    0      -0.0000      0.00        0.00    0.000750     0.000     0.000    -0.000    23.304     0b111    20190528T095532523457
