Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8013      0.00        0.00    0.070938     0.000     0.000    67.683    24.540    0b1001    20190410T174129802315
  120      -4.6787      0.00        0.00    0.068812     0.000     0.000    67.993    24.540    0b1001    20190410T174130757023
  110      -4.2879      0.57        1.25    0.062125     0.000     0.000    69.020    24.540    0b1001    20190410T174131711382
  100      -3.8980      0.61        1.25    0.055550     0.025     0.062    70.171    24.540    0b1001    20190410T174132670018
   90      -3.5088      0.00        0.00    0.048938     0.000     0.000    71.699    24.540    0b1001    20190410T174133625868
   80      -3.1191      0.57        1.25    0.042312     0.000     0.000    73.716    24.572    0b1001    20190410T174134581460
   70      -2.7289      0.37        1.25    0.035687     0.000     0.000    76.466    24.572    0b1001    20190410T174135535424
   60      -2.3366      0.57        1.25    0.029062     0.000     0.000    80.400    24.540    0b1001    20190410T174136490323
   50      -1.9464      0.37        1.25    0.022437     0.000     0.000    86.747    24.540    0b1001    20190410T174137444521
   40      -1.5570      0.61        1.25    0.015875     0.000     0.000    98.079    24.540    0b1001    20190410T174138400792
   30      -1.1675      0.00        0.00    0.009250     0.000     0.000   126.216    24.572    0b1001    20190410T174139355059
   20      -0.7770      0.61        1.25    0.002731     0.029     0.063   284.485    24.540    0b1001    20190410T174140311098
   10      -0.3875      0.00        0.00    0.000000     0.000     0.000     1.000    24.572    0b1001    20190410T174141265869
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.540    0b1001    20190410T174142221122
