Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7613      0.00        0.00    0.080562     0.000     0.000    59.100    23.653    0b1111    20190412T115017496888
  120      -4.5200      0.00        0.00    0.076938     0.000     0.000    58.749    23.684    0b1111    20190412T115018455136
  110      -4.1418      0.61        1.25    0.071325     0.025     0.062    58.069    23.716    0b1111    20190412T115019408852
  100      -3.7650      0.00        0.00    0.065750     0.000     0.000    57.262    23.684    0b1111    20190412T115020363047
   90      -3.3875      0.00        0.00    0.060125     0.000     0.000    56.341    23.684    0b1111    20190412T115021317945
   80      -3.0100      0.00        0.00    0.054562     0.000     0.000    55.166    23.716    0b1111    20190412T115022273262
   70      -2.6325      0.00        0.00    0.048938     0.000     0.000    53.793    23.748    0b1111    20190412T115023228128
   60      -2.2525      0.00        0.00    0.043312     0.000     0.000    52.006    23.748    0b1111    20190412T115024182853
   50      -1.8750      0.00        0.00    0.037719     0.031     0.063    49.710    23.716    0b1111    20190412T115025137358
   40      -1.4987      0.00        0.00    0.032125     0.000     0.000    46.654    23.716    0b1111    20190412T115026092331
   30      -1.1215      0.50        1.25    0.026562     0.000     0.000    42.221    23.748    0b1111    20190412T115027048564
   20      -0.7438      0.00        0.00    0.021000     0.000     0.000    35.417    23.716    0b1111    20190412T115028002678
   10      -0.3675      0.00        0.00    0.015375     0.000     0.000    23.902    23.716    0b1111    20190412T115028958919
    0      -0.0000      0.00        0.00    0.009813     0.000     0.000    -0.000    23.716    0b1111    20190412T115029914558
