Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.23833     4.35417     29.32784      36.20799     35.89093    0b1111111111111111    20190611T122317197100
 2.23833     4.35167     29.32784      36.20799     35.92264    0b1111111111111111    20190611T122317617404
 2.23833     4.35250     29.32784      36.27140     35.89093    0b1111111111111111    20190611T122318038241
 2.23833     4.35167     29.35954      36.23970     35.92264    0b1111111111111111    20190611T122318457687
 2.23833     4.35333     29.32784      36.23970     35.89093    0b1111111111111111    20190611T122318878846
 2.23833     4.35250     29.35954      36.27140     35.95434    0b1111111111111111    20190611T122319298461
 2.23828     4.35333     29.35954      36.27140     35.92264    0b1111111111111111    20190611T122319719310
 2.23833     4.35250     29.39125      36.23970     35.92264    0b1111111111111111    20190611T122320139093
 2.23838     4.35250     29.39125      36.23970     35.92264    0b1111111111111111    20190611T122320559045
 2.23828     4.35250     29.35954      36.27140     35.92264    0b1111111111111111    20190611T122320983982
 2.23828     4.35500     29.39125      36.27140     35.95434    0b1111111111111111    20190611T122321410108
 2.23833     4.35500     29.39125      36.27140     35.92264    0b1111111111111111    20190611T122321833824
 2.23833     4.35417     29.42295      36.27140     35.95434    0b1111111111111111    20190611T122322253407
 2.23833     4.35500     29.45466      36.23970     35.92264    0b1111111111111111    20190611T122322673136
 2.23838     4.35500     29.42295      36.23970     35.92264    0b1111111111111111    20190611T122323092550
 2.23838     4.35500     29.42295      36.27140     35.95434    0b1111111111111111    20190611T122323512167
 2.23838     4.35250     29.42295      36.27140     35.92264    0b1111111111111111    20190611T122323933007
 2.23833     4.35250     29.48637      36.27140     35.92264    0b1111111111111111    20190611T122324354159
 2.23856     4.35333     30.59607      36.27140     35.95434    0b1111111111111111    20190611T122324774527
 2.23889     4.35583     32.14965      36.23970     35.92264    0b1111111111111111    20190611T122325193088
 2.23936     4.35667     34.11541      36.30311     35.95434    0b1111111111111111    20190611T122325612986
 2.23988     4.35667     36.17628      36.27140     35.95434    0b1111111111111111    20190611T122326032469
 2.24048     4.35750     38.33228      36.30311     35.98605    0b1111111111111111    20190611T122326451636
 2.24105     4.35833     40.48827      36.30311     35.95434    0b1111111111111111    20190611T122326873581
 2.24161     4.35833     42.04185      36.30311     35.98605    0b1111111111111111    20190611T122327292371
 2.24213     4.36083     43.40520      36.27140     35.98605    0b1111111111111111    20190611T122327712964
 2.24269     4.36083     44.76855      36.30311     35.98605    0b1111111111111111    20190611T122328132400
 2.24302     4.36250     46.54407      36.30311     35.98605    0b1111111111111111    20190611T122328553810
 2.24344     4.36167     47.49524      36.30311     36.01776    0b1111111111111111    20190611T122328973173
 2.24386     4.36333     49.27077      36.27140     36.01776    0b1111111111111111    20190611T122329391988
 2.24428     4.36417     49.84147      36.30311     35.98605    0b1111111111111111    20190611T122329811423
 2.24461     4.36500     50.63412      36.30311     35.98605    0b1111111111111111    20190611T122330232397
 2.24489     4.36417     52.18770      36.30311     36.01776    0b1111111111111111    20190611T122330651944
 2.24512     4.36417     54.02663      36.30311     36.01776    0b1111111111111111    20190611T122331071790
 2.24550     4.36500     54.88269      36.30311     36.01776    0b1111111111111111    20190611T122331490680
 2.24564     4.36583     55.77045      36.27140     36.04946    0b1111111111111111    20190611T122331910497
 2.24592     4.36833     56.84845      36.27140     36.04946    0b1111111111111111    20190611T122332330420
 2.24616     4.36917     57.26062      36.30311     36.01776    0b1111111111111111    20190611T122332750390
 2.24634     4.36833     57.32403      36.30311     36.04946    0b1111111111111111    20190611T122333170008
 2.24634     4.36750     57.51427      36.30311     36.04946    0b1111111111111111    20190611T122333589472
 2.24677     4.36917     57.57768      36.30311     36.04946    0b1111111111111111    20190611T122334008257
 2.24681     4.37167     58.14838      36.33481     36.08117    0b1111111111111111    20190611T122334427360
 2.24705     4.37167     59.00444      36.30311     36.04946    0b1111111111111111    20190611T122334847015
 2.24723     4.37250     60.68484      36.27140     36.04946    0b1111111111111111    20190611T122335268133
 2.24738     4.37083     61.66772      36.30311     36.04946    0b1111111111111111    20190611T122335687812
 2.24761     4.37167     62.07990      36.30311     36.04946    0b1111111111111111    20190611T122336112854
 2.24784     4.37250     62.90425      36.30311     36.04946    0b1111111111111111    20190611T122336538976
 2.24798     4.37250     63.53836      36.30311     36.08117    0b1111111111111111    20190611T122336965007
 2.24817     4.37167     64.42613      36.30311     36.08117    0b1111111111111111    20190611T122337387461
 2.24831     4.37167     65.18706      36.33481     36.08117    0b1111111111111111    20190611T122337811553
 2.24845     4.37417     65.06024      36.33481     36.08117    0b1111111111111111    20190611T122338230229
 2.24859     4.37417     64.74318      36.30311     36.08117    0b1111111111111111    20190611T122338649715
 2.24873     4.37500     64.74318      36.30311     36.08117    0b1111111111111111    20190611T122339069641
 2.24892     4.37583     65.21877      36.30311     36.08117    0b1111111111111111    20190611T122339490771
 2.24911     4.37500     65.63094      36.33481     36.11287    0b1111111111111111    20190611T122339911864
 2.24916     4.37667     65.78947      36.30311     36.11287    0b1111111111111111    20190611T122340331433
 2.24925     4.37333     66.13824      36.33481     36.08117    0b1111111111111111    20190611T122340751897
 2.24953     4.37583     66.70894      36.33481     36.11287    0b1111111111111111    20190611T122341172420
 2.24972     4.37750     66.64553      36.33481     36.08117    0b1111111111111111    20190611T122341591034
 2.24981     4.37667     66.83576      36.33481     36.11287    0b1111111111111111    20190611T122342010657
 2.24991     4.37750     66.93088      36.33481     36.08117    0b1111111111111111    20190611T122342430523
 2.25000     4.37583     67.05770      36.30311     36.11287    0b1111111111111111    20190611T122342850094
 2.25014     4.37750     67.37476      36.33481     36.08117    0b1111111111111111    20190611T122343268481
 2.25028     4.37917     67.66011      36.30311     36.11287    0b1111111111111111    20190611T122343687460
 2.25033     4.37750     67.75523      36.33481     36.11287    0b1111111111111111    20190611T122344108221
 0.00000    -0.06000     68.35764      36.33481     36.08117    0b1111111111111111    20190611T122344526741
