Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7875      0.00        0.00    0.041187     0.000     0.000   116.237    24.921       0b0    20181016T163842878651
  120      -4.5763      0.00        0.00    0.038981     0.029     0.063   117.396    24.921       0b0    20181016T163843832689
  110      -4.1938      0.00        0.00    0.035000     0.000     0.000   119.821    24.921       0b0    20181016T163844789612
  100      -3.8130      0.61        1.25    0.031062     0.000     0.000   122.753    24.921       0b0    20181016T163845745010
   90      -3.4325      0.00        0.00    0.027125     0.000     0.000   126.544    24.952       0b0    20181016T163846699370
   80      -3.0513      0.00        0.00    0.023187     0.000     0.000   131.590    24.921       0b0    20181016T163847656726
   70      -2.6700      0.00        0.00    0.019250     0.000     0.000   138.701    24.921       0b0    20181016T163848613439
   60      -2.2862      0.00        0.00    0.015294     0.029     0.063   149.489    24.921       0b0    20181016T163849568288
   50      -1.9050      0.00        0.00    0.011375     0.000     0.000   167.473    24.889       0b0    20181016T163850522895
   40      -1.5237      0.00        0.00    0.007437     0.000     0.000   204.874    24.889       0b0    20181016T163851479134
   30      -1.1425      0.00        0.00    0.003538     0.031     0.063   322.968    24.889       0b0    20181016T163852437402
   20      -0.7601      0.37        1.25    0.000000     0.000     0.000     1.000    24.921       0b0    20181016T163853392387
   10      -0.3797      0.50        1.25    0.000000     0.000     0.000     1.000    24.921       0b0    20181016T163854347768
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.921       0b0    20181016T163855302231
