Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7799      0.37        1.25    0.075500     0.000     0.000    63.310    24.223    0b1001    20181011T175607439837
  120      -4.5300      0.00        0.00    0.071187     0.000     0.000    63.635    24.192    0b1001    20181011T175608406673
  110      -4.1512      0.00        0.00    0.064750     0.000     0.000    64.112    24.192    0b1001    20181011T175609373303
  100      -3.7738      0.00        0.00    0.058313     0.000     0.000    64.716    24.192    0b1001    20181011T175610337760
   90      -3.3975      0.00        0.00    0.051875     0.000     0.000    65.494    24.192    0b1001    20181011T175611303899
   80      -3.0196      0.57        1.25    0.045450     0.025     0.062    66.438    24.223    0b1001    20181011T175612271708
   70      -2.6412      0.00        0.00    0.039062     0.000     0.000    67.616    24.223    0b1001    20181011T175613238226
   60      -2.2615      0.50        1.25    0.032588     0.031     0.063    69.398    24.192    0b1001    20181011T175614203333
   50      -1.8837      0.00        0.00    0.026188     0.000     0.000    71.933    24.223    0b1001    20181011T175615167692
   40      -1.5062      0.00        0.00    0.019787     0.031     0.063    76.121    24.223    0b1001    20181011T175616134805
   30      -1.1290      0.50        1.25    0.013388     0.025     0.062    84.332    24.223    0b1001    20181011T175617099533
   20      -0.7512      0.00        0.00    0.007063     0.000     0.000   106.372    24.223    0b1001    20181011T175618065771
   10      -0.3750      0.00        0.00    0.000687     0.000     0.000   545.455    24.192    0b1001    20181011T175619032722
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.192    0b1001    20181011T175619998955
