Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7755      0.61        1.25    0.069425     0.025     0.063    68.786    23.589     0b111    20190411T091735333539
  120      -4.5574      0.37        1.25    0.066394     0.029     0.063    68.642    23.589     0b111    20190411T091736290102
  110      -4.1760      0.50        1.25    0.061244     0.019     0.063    68.187    23.621     0b111    20190411T091737244713
  100      -3.7953      0.50        1.25    0.056056     0.019     0.062    67.704    23.621     0b111    20190411T091738200078
   90      -3.4163      0.00        0.00    0.050875     0.000     0.000    67.150    23.621     0b111    20190411T091739153686
   80      -3.0350      0.00        0.00    0.045687     0.000     0.000    66.430    23.653     0b111    20190411T091740110917
   70      -2.6537      0.00        0.00    0.040556     0.019     0.063    65.434    23.621     0b111    20190411T091741070152
   60      -2.2713      0.00        0.00    0.035362     0.025     0.063    64.228    23.621     0b111    20190411T091742027511
   50      -1.8926      0.37        1.25    0.030187     0.000     0.000    62.696    23.621     0b111    20190411T091742983035
   40      -1.5137      0.00        0.00    0.025062     0.000     0.000    60.399    23.621     0b111    20190411T091743936646
   30      -1.1323      0.50        1.25    0.019925     0.025     0.063    56.826    23.621     0b111    20190411T091744892520
   20      -0.7526      0.37        1.25    0.014813     0.000     0.000    50.810    23.621     0b111    20190411T091745846988
   10      -0.3733      0.61        1.25    0.009687     0.000     0.000    38.529    23.621     0b111    20190411T091746801683
    0      -0.0000      0.00        0.00    0.004562     0.000     0.000    -0.000    23.621     0b111    20190411T091747756045
