Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7693      0.61        1.25    0.073125     0.000     0.000    65.221    22.765     0b111    20190521T122311481456
  120      -4.6812      0.00        0.00    0.071875     0.000     0.000    65.130    22.765     0b111    20190521T122312438204
  110      -4.2895      0.61        1.25    0.066500     0.000     0.000    64.504    22.796     0b111    20190521T122313398060
  100      -3.8981      0.63        1.25    0.061063     0.000     0.000    63.838    22.765     0b111    20190521T122314358631
   90      -3.5075      0.00        0.00    0.055688     0.000     0.000    62.985    22.796     0b111    20190521T122315317032
   80      -3.1175      0.00        0.00    0.050312     0.000     0.000    61.963    22.796     0b111    20190521T122316275462
   70      -2.7262      0.00        0.00    0.044938     0.000     0.000    60.668    22.828     0b111    20190521T122317241869
   60      -2.3348      0.50        1.25    0.039563     0.000     0.000    59.014    22.828     0b111    20190521T122318208854
   50      -1.9450      0.00        0.00    0.034187     0.000     0.000    56.892    22.828     0b111    20190521T122319171089
   40      -1.5550      0.00        0.00    0.028813     0.000     0.000    53.970    22.796     0b111    20190521T122320131699
   30      -1.1657      0.61        1.25    0.023438     0.000     0.000    49.739    22.860     0b111    20190521T122321090813
   20      -0.7750      0.00        0.00    0.018125     0.000     0.000    42.759    22.828     0b111    20190521T122322055177
   10      -0.3862      0.00        0.00    0.012756     0.019     0.062    30.279    22.828     0b111    20190521T122323016059
    0      -0.0000      0.00        0.00    0.007400     0.031     0.063    -0.000    22.828     0b111    20190521T122323976020
