Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7825      0.00        0.00    0.079312     0.000     0.000    60.299    23.748    0b1111    20190531T105658407413
  120      -4.6285      0.50        1.25    0.077000     0.000     0.000    60.110    23.779    0b1111    20190531T105659367740
  110      -4.2412      0.00        0.00    0.071313     0.000     0.000    59.474    23.811    0b1111    20190531T105700327308
  100      -3.8550      0.00        0.00    0.065656     0.031     0.062    58.715    23.779    0b1111    20190531T105701286456
   90      -3.4691      0.57        1.25    0.060000     0.000     0.000    57.819    23.779    0b1111    20190531T105702247857
   80      -3.0833      0.61        1.25    0.054337     0.031     0.063    56.743    23.811    0b1111    20190531T105703214321
   70      -2.6965      0.50        1.25    0.048688     0.000     0.000    55.384    23.811    0b1111    20190531T105704182188
   60      -2.3087      0.00        0.00    0.043000     0.000     0.000    53.692    23.811    0b1111    20190531T105705151039
   50      -1.9235      0.50        1.25    0.037375     0.000     0.000    51.465    23.811    0b1111    20190531T105706119918
   40      -1.5376      0.37        1.25    0.031731     0.029     0.063    48.458    23.811    0b1111    20190531T105707084695
   30      -1.1525      0.00        0.00    0.026094     0.031     0.063    44.168    23.811    0b1111    20190531T105708045100
   20      -0.7675      0.00        0.00    0.020500     0.000     0.000    37.439    23.811    0b1111    20190531T105709004102
   10      -0.3825      0.00        0.00    0.014875     0.000     0.000    25.714    23.811    0b1111    20190531T105709963568
    0      -0.0000      0.00        0.00    0.009250     0.000     0.000    -0.000    23.811    0b1111    20190531T105710924391
