Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.063875     0.000     0.000    74.697    25.872     0b111    20190605T160421153616
  120      -4.6411      0.38        1.25    0.062063     0.000     0.000    74.781    25.872     0b111    20190605T160422111071
  110      -4.2528      0.50        1.25    0.056813     0.000     0.000    74.856    25.872     0b111    20190605T160423070555
  100      -3.8662      0.00        0.00    0.051562     0.000     0.000    74.982    25.904     0b111    20190605T160424027541
   90      -3.4800      0.00        0.00    0.046312     0.000     0.000    75.142    25.904     0b111    20190605T160424984369
   80      -3.0928      0.50        1.25    0.041063     0.000     0.000    75.318    25.904     0b111    20190605T160425941011
   70      -2.7054      0.57        1.25    0.035813     0.000     0.000    75.543    25.935     0b111    20190605T160426900122
   60      -2.3163      0.00        0.00    0.030562     0.000     0.000    75.787    25.904     0b111    20190605T160427858260
   50      -1.9300      0.00        0.00    0.025312     0.000     0.000    76.247    25.904     0b111    20190605T160428815966
   40      -1.5425      0.00        0.00    0.020063     0.000     0.000    76.885    25.904     0b111    20190605T160429772087
   30      -1.1562      0.00        0.00    0.014813     0.000     0.000    78.059    25.935     0b111    20190605T160430730652
   20      -0.7687      0.00        0.00    0.009625     0.000     0.000    79.870    25.904     0b111    20190605T160431690053
   10      -0.3813      0.00        0.00    0.004375     0.000     0.000    87.143    25.935     0b111    20190605T160432646761
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.935     0b111    20190605T160433609515
