Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7850      0.00        0.00    0.070263     0.025     0.062    68.102    25.206    0b1001    20181008T115355943085
  120      -4.7725      0.00        0.00    0.070063     0.000     0.000    68.118    25.206    0b1001    20181008T115356994314
  110      -4.4688      0.00        0.00    0.064875     0.000     0.000    68.882    25.238    0b1001    20181008T115358044422
  100      -4.0613      0.00        0.00    0.057937     0.000     0.000    70.097    25.238    0b1001    20181008T115359097796
   90      -3.6538      0.00        0.00    0.051062     0.000     0.000    71.554    25.238    0b1001    20181008T115400148218
   80      -3.2475      0.00        0.00    0.044169     0.029     0.063    73.525    25.269    0b1001    20181008T115401197582
   70      -2.8400      0.00        0.00    0.037269     0.029     0.063    76.203    25.269    0b1001    20181008T115402250685
   60      -2.4309      0.57        1.25    0.030369     0.019     0.063    80.045    25.269    0b1001    20181008T115403301213
   50      -2.0250      0.00        0.00    0.023500     0.000     0.000    86.170    25.269    0b1001    20181008T115404352196
   40      -1.6190      0.50        1.25    0.016675     0.025     0.063    97.091    25.301    0b1001    20181008T115405403417
   30      -1.2138      0.00        0.00    0.009813     0.000     0.000   123.694    25.301    0b1001    20181008T115406454622
   20      -0.8086      0.37        1.25    0.003062     0.000     0.000   264.041    25.269    0b1001    20181008T115407506065
   10      -0.4025      0.00        0.00    0.000000     0.000     0.000     1.000    25.269    0b1001    20181008T115408555696
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.269    0b1001    20181008T115409608221
