Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7706      0.62        1.25    0.057281     0.031     0.063    83.284    25.460    0b1111    20190613T110806028041
  120      -4.5550      0.00        0.00    0.054062     0.000     0.000    84.254    25.491    0b1111    20190613T110806988692
  110      -4.1740      0.50        1.25    0.048431     0.019     0.063    86.184    25.491    0b1111    20190613T110807947004
  100      -3.7951      0.38        1.25    0.042800     0.025     0.063    88.671    25.491    0b1111    20190613T110808903758
   90      -3.4163      0.00        0.00    0.037144     0.029     0.062    91.974    25.523    0b1111    20190613T110809864257
   80      -3.0375      0.00        0.00    0.031500     0.000     0.000    96.429    25.491    0b1111    20190613T110810823506
   70      -2.6575      0.00        0.00    0.025875     0.000     0.000   102.705    25.491    0b1111    20190613T110811784993
   60      -2.2759      0.57        1.25    0.020250     0.000     0.000   112.389    25.523    0b1111    20190613T110812743600
   50      -1.8962      0.00        0.00    0.014625     0.000     0.000   129.658    25.523    0b1111    20190613T110813701941
   40      -1.5167      0.61        1.25    0.009000     0.000     0.000   168.528    25.523    0b1111    20190613T110814658277
   30      -1.1375      0.00        0.00    0.003413     0.031     0.063   333.333    25.523    0b1111    20190613T110815617061
   20      -0.7575      0.00        0.00    0.000000     0.000     0.000     1.000    25.523    0b1111    20190613T110816578172
   10      -0.3788      0.00        0.00    0.000000     0.000     0.000     1.000    25.523    0b1111    20190613T110817538765
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.523    0b1111    20190613T110818496841
