Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7775      0.00        0.00    0.067375     0.000     0.000    70.909    24.350     0b111    20190614T111541321651
  120      -4.5187      0.00        0.00    0.063813     0.000     0.000    70.813    24.318     0b111    20190614T111542278683
  110      -4.1413      0.00        0.00    0.058688     0.000     0.000    70.564    24.350     0b111    20190614T111543234525
  100      -3.7650      0.00        0.00    0.053569     0.019     0.063    70.284    24.350     0b111    20190614T111544192054
   90      -3.3888      0.00        0.00    0.048494     0.019     0.063    69.880    24.350     0b111    20190614T111545149150
   80      -3.0112      0.00        0.00    0.043369     0.019     0.063    69.434    24.350     0b111    20190614T111546117429
   70      -2.6341      0.57        1.25    0.038250     0.000     0.000    68.866    24.350     0b111    20190614T111547086283
   60      -2.2550      0.00        0.00    0.033125     0.000     0.000    68.075    24.382     0b111    20190614T111548058122
   50      -1.8794      0.62        1.25    0.028000     0.000     0.000    67.121    24.382     0b111    20190614T111549026484
   40      -1.5036      0.38        1.25    0.022894     0.029     0.063    65.678    24.413     0b111    20190614T111549987345
   30      -1.1275      0.00        0.00    0.017813     0.000     0.000    63.298    24.413     0b111    20190614T111550946824
   20      -0.7512      0.00        0.00    0.012744     0.019     0.063    58.950    24.382     0b111    20190614T111551905687
   10      -0.3750      0.00        0.00    0.007625     0.000     0.000    49.180    24.382     0b111    20190614T111552864009
    0      -0.0000      0.00        0.00    0.002500     0.000     0.000    -0.000    24.382     0b111    20190614T111553822048
