Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7741      0.57        1.25    0.046125     0.000     0.000   103.504    25.587       0b0    20190614T161304894295
  120      -4.4875      0.00        0.00    0.043063     0.000     0.000   104.209    25.587       0b0    20190614T161305857268
  110      -4.1114      0.37        1.25    0.039125     0.000     0.000   105.083    25.555       0b0    20190614T161306820887
  100      -3.7375      0.00        0.00    0.035187     0.000     0.000   106.217    25.555       0b0    20190614T161307782592
   90      -3.3638      0.00        0.00    0.031262     0.025     0.063   107.597    25.555       0b0    20190614T161308744346
   80      -2.9888      0.00        0.00    0.027375     0.000     0.000   109.178    25.555       0b0    20190614T161309703201
   70      -2.6138      0.00        0.00    0.023438     0.000     0.000   111.520    25.523       0b0    20190614T161310664910
   60      -2.2375      0.00        0.00    0.019487     0.025     0.063   114.817    25.555       0b0    20190614T161311628520
   50      -1.8625      0.00        0.00    0.015563     0.000     0.000   119.679    25.523       0b0    20190614T161312592739
   40      -1.4887      0.00        0.00    0.011650     0.031     0.063   127.790    25.555       0b0    20190614T161313555777
   30      -1.1146      0.57        1.25    0.007750     0.000     0.000   143.823    25.523       0b0    20190614T161314517967
   20      -0.7400      0.00        0.00    0.003875     0.000     0.000   190.968    25.555       0b0    20190614T161315480491
   10      -0.3663      0.00        0.00    0.000000     0.000     0.000     1.000    25.523       0b0    20190614T161316440609
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.523       0b0    20190614T161317401399
