Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.060875     0.000     0.000    78.337    22.796     0b111    20190411T122955166243
  120      -4.5875      0.00        0.00    0.058375     0.000     0.000    78.587    22.796     0b111    20190411T122956121073
  110      -4.2050      0.00        0.00    0.053125     0.000     0.000    79.153    22.796     0b111    20190411T122957076156
  100      -3.8237      0.00        0.00    0.047938     0.000     0.000    79.765    22.828     0b111    20190411T122958032881
   90      -3.4425      0.00        0.00    0.042700     0.025     0.062    80.621    22.828     0b111    20190411T122958987379
   80      -3.0613      0.00        0.00    0.037500     0.000     0.000    81.633    22.828     0b111    20190411T122959945139
   70      -2.6788      0.00        0.00    0.032313     0.000     0.000    82.901    22.860     0b111    20190411T123000902547
   60      -2.2940      0.50        1.25    0.027062     0.000     0.000    84.767    22.828     0b111    20190411T123001857080
   50      -1.9115      0.50        1.25    0.021875     0.000     0.000    87.383    22.828     0b111    20190411T123002811428
   40      -1.5300      0.00        0.00    0.016681     0.019     0.063    91.720    22.828     0b111    20190411T123003766452
   30      -1.1475      0.00        0.00    0.011500     0.000     0.000    99.783    22.828     0b111    20190411T123004722182
   20      -0.7638      0.00        0.00    0.006313     0.000     0.000   120.990    22.860     0b111    20190411T123005677132
   10      -0.3825      0.00        0.00    0.001125     0.000     0.000   340.000    22.796     0b111    20190411T123006631901
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    22.860     0b111    20190411T123007586370
