Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7665      0.50        1.25    0.061187     0.000     0.000    77.900    29.391     0b111    20190610T135747601431
  120      -4.5909      0.57        1.25    0.058750     0.000     0.000    78.143    29.360     0b111    20190610T135748553855
  110      -4.2064      0.38        1.25    0.053500     0.000     0.000    78.624    29.391     0b111    20190610T135749511850
  100      -3.8237      0.00        0.00    0.048300     0.025     0.063    79.167    29.360     0b111    20190610T135750472458
   90      -3.4415      0.50        1.25    0.043063     0.000     0.000    79.919    29.391     0b111    20190610T135751432329
   80      -3.0587      0.00        0.00    0.037875     0.000     0.000    80.759    29.391     0b111    20190610T135752391851
   70      -2.6763      0.00        0.00    0.032625     0.000     0.000    82.031    29.391     0b111    20190610T135753349970
   60      -2.2911      0.38        1.25    0.027431     0.019     0.062    83.522    29.423     0b111    20190610T135754306041
   50      -1.9084      0.57        1.25    0.022219     0.031     0.062    85.890    29.391     0b111    20190610T135755268781
   40      -1.5263      0.00        0.00    0.017044     0.029     0.063    89.549    29.423     0b111    20190610T135756228170
   30      -1.1438      0.00        0.00    0.011875     0.000     0.000    96.316    29.391     0b111    20190610T135757189759
   20      -0.7613      0.00        0.00    0.006750     0.000     0.000   112.778    29.391     0b111    20190610T135758148007
   10      -0.3794      0.62        1.25    0.001562     0.000     0.000   242.800    29.391     0b111    20190610T135759108388
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    29.423     0b111    20190610T135800080398
