Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.050687     0.000     0.000    94.205    24.604       0b0    20190410T163000148043
  120      -4.6325      0.00        0.00    0.049175     0.025     0.063    94.204    24.604       0b0    20190410T163001109896
  110      -4.2450      0.00        0.00    0.045062     0.000     0.000    94.202    24.604       0b0    20190410T163002070715
  100      -3.8587      0.00        0.00    0.040938     0.000     0.000    94.260    24.604       0b0    20190410T163003036704
   90      -3.4726      0.37        1.25    0.036875     0.000     0.000    94.173    24.572       0b0    20190410T163004000510
   80      -3.0864      0.37        1.25    0.032781     0.031     0.063    94.151    24.572       0b0    20190410T163004965919
   70      -2.7000      0.00        0.00    0.028687     0.000     0.000    94.118    24.572       0b0    20190410T163005928392
   60      -2.3113      0.00        0.00    0.024562     0.000     0.000    94.097    24.540       0b0    20190410T163006895042
   50      -1.9250      0.00        0.00    0.020500     0.000     0.000    93.902    24.572       0b0    20190410T163007860410
   40      -1.5388      0.00        0.00    0.016437     0.000     0.000    93.612    24.572       0b0    20190410T163008823283
   30      -1.1525      0.00        0.00    0.012375     0.000     0.000    93.131    24.572       0b0    20190410T163009788357
   20      -0.7657      0.61        1.25    0.008313     0.000     0.000    92.120    24.572       0b0    20190410T163010753575
   10      -0.3800      0.00        0.00    0.004269     0.029     0.063    89.019    24.572       0b0    20190410T163011719049
    0      -0.0000      0.00        0.00    0.000250     0.000     0.000    -0.000    24.572       0b0    20190410T163012671264
