Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8013      0.00        0.00    0.050750     0.000     0.000    94.606    25.650       0b0    20190604T160843423891
  120      -4.5551      0.38        1.25    0.048188     0.000     0.000    94.529    25.650       0b0    20190604T160844386073
  110      -4.1749      0.37        1.25    0.044194     0.019     0.062    94.468    25.650       0b0    20190604T160845344983
  100      -3.7950      0.00        0.00    0.040250     0.000     0.000    94.286    25.618       0b0    20190604T160846303929
   90      -3.4155      0.61        1.25    0.036269     0.029     0.063    94.172    25.650       0b0    20190604T160847263335
   80      -3.0356      0.62        1.25    0.032313     0.000     0.000    93.946    25.618       0b0    20190604T160848226686
   70      -2.6556      0.62        1.25    0.028375     0.000     0.000    93.590    25.650       0b0    20190604T160849185643
   60      -2.2738      0.00        0.00    0.024375     0.000     0.000    93.282    25.618       0b0    20190604T160850146110
   50      -1.8938      0.00        0.00    0.020438     0.000     0.000    92.661    25.650       0b0    20190604T160851104613
   40      -1.5140      0.50        1.25    0.016450     0.025     0.063    92.036    25.650       0b0    20190604T160852064466
   30      -1.1350      0.00        0.00    0.012506     0.019     0.063    90.755    25.618       0b0    20190604T160853023454
   20      -0.7550      0.00        0.00    0.008625     0.000     0.000    87.536    25.618       0b0    20190604T160853982298
   10      -0.3751      0.38        1.25    0.004631     0.019     0.063    80.999    25.618       0b0    20190604T160854942464
    0      -0.0000      0.00        0.00    0.000731     0.029     0.063    -0.000    25.618       0b0    20190604T160855901063
