Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7950      0.00        0.00    0.070750     0.000     0.000    67.774    25.333    0b1111    20190604T155207831415
  120      -4.5551      0.38        1.25    0.067187     0.000     0.000    67.797    25.333    0b1111    20190604T155208791268
  110      -4.1744      0.62        1.25    0.061625     0.000     0.000    67.738    25.365    0b1111    20190604T155209751141
  100      -3.7950      0.00        0.00    0.056075     0.025     0.063    67.677    25.365    0b1111    20190604T155210713321
   90      -3.4150      0.00        0.00    0.050556     0.019     0.062    67.549    25.365    0b1111    20190604T155211672095
   80      -3.0350      0.00        0.00    0.045000     0.000     0.000    67.444    25.365    0b1111    20190604T155212629670
   70      -2.6551      0.37        1.25    0.039462     0.031     0.063    67.282    25.365    0b1111    20190604T155213589571
   60      -2.2738      0.00        0.00    0.033875     0.000     0.000    67.122    25.365    0b1111    20190604T155214551180
   50      -1.8938      0.00        0.00    0.028375     0.000     0.000    66.740    25.365    0b1111    20190604T155215512416
   40      -1.5137      0.00        0.00    0.022825     0.025     0.063    66.320    25.396    0b1111    20190604T155216474646
   30      -1.1350      0.00        0.00    0.017313     0.000     0.000    65.560    25.365    0b1111    20190604T155217433135
   20      -0.7550      0.00        0.00    0.011813     0.000     0.000    63.915    25.365    0b1111    20190604T155218392989
   10      -0.3750      0.00        0.00    0.006313     0.000     0.000    59.406    25.365    0b1111    20190604T155219355686
    0      -0.0000      0.00        0.00    0.000813     0.000     0.000    -0.000    25.396    0b1111    20190604T155220314954
