Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7888      0.00        0.00    0.083187     0.000     0.000    57.566    24.382    0b1001    20190412T131937602086
  120      -4.7762      0.00        0.00    0.082969     0.031     0.063    57.567    24.350    0b1001    20190412T131938555565
  110      -4.4025      0.00        0.00    0.076488     0.025     0.062    57.558    24.382    0b1001    20190412T131939509233
  100      -4.0025      0.00        0.00    0.069663     0.031     0.062    57.456    24.382    0b1001    20190412T131940468569
   90      -3.6038      0.00        0.00    0.062819     0.019     0.062    57.367    24.382    0b1001    20190412T131941422935
   80      -3.2038      0.00        0.00    0.056006     0.019     0.062    57.203    24.382    0b1001    20190412T131942377876
   70      -2.8025      0.00        0.00    0.049188     0.000     0.000    56.976    24.382    0b1001    20190412T131943331735
   60      -2.4000      0.00        0.00    0.042375     0.000     0.000    56.637    24.382    0b1001    20190412T131944287845
   50      -2.0000      0.00        0.00    0.035563     0.000     0.000    56.239    24.382    0b1001    20190412T131945242329
   40      -1.6008      0.61        1.25    0.028763     0.025     0.062    55.654    24.382    0b1001    20190412T131946197102
   30      -1.2000      0.00        0.00    0.022000     0.000     0.000    54.545    24.382    0b1001    20190412T131947152422
   20      -0.8000      0.00        0.00    0.015250     0.000     0.000    52.459    24.350    0b1001    20190412T131948111071
   10      -0.3988      0.00        0.00    0.008438     0.000     0.000    47.259    24.382    0b1001    20190412T131949065929
    0      -0.0000      0.00        0.00    0.001625     0.000     0.000    -0.000    24.350    0b1001    20190412T131950021663
