Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.039931     0.019     0.063   119.487    25.111       0b0    20190604T134134897532
  120      -4.5289      0.37        1.25    0.037312     0.000     0.000   121.377    25.111       0b0    20190604T134135857859
  110      -4.1512      0.00        0.00    0.033313     0.000     0.000   124.615    25.111       0b0    20190604T134136817740
  100      -3.7738      0.00        0.00    0.029313     0.000     0.000   128.742    25.111       0b0    20190604T134137777805
   90      -3.3964      0.37        1.25    0.025312     0.000     0.000   134.178    25.111       0b0    20190604T134138735072
   80      -3.0188      0.00        0.00    0.021313     0.000     0.000   141.642    25.111       0b0    20190604T134139694077
   70      -2.6412      0.00        0.00    0.017319     0.019     0.063   152.508    25.143       0b0    20190604T134140651679
   60      -2.2612      0.00        0.00    0.013313     0.000     0.000   169.859    25.111       0b0    20190604T134141615696
   50      -1.8837      0.00        0.00    0.009312     0.000     0.000   202.282    25.111       0b0    20190604T134142581802
   40      -1.5062      0.00        0.00    0.005375     0.000     0.000   280.233    25.079       0b0    20190604T134143546517
   30      -1.1296      0.57        1.25    0.001381     0.019     0.063   817.828    25.111       0b0    20190604T134144507873
   20      -0.7512      0.00        0.00    0.000000     0.000     0.000     1.000    25.111       0b0    20190604T134145468605
   10      -0.3740      0.50        1.25    0.000000     0.000     0.000     1.000    25.111       0b0    20190604T134146428707
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.111       0b0    20190604T134147390979
