Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7713      0.00        0.00    0.058644     0.029     0.063    81.360    24.382     0b111    20190603T141652110464
  120      -4.6087      0.00        0.00    0.056375     0.000     0.000    81.752    24.413     0b111    20190603T141653069381
  110      -4.2238      0.00        0.00    0.051062     0.000     0.000    82.717    24.413     0b111    20190603T141654027994
  100      -3.8397      0.50        1.25    0.045713     0.031     0.062    83.998    24.382     0b111    20190603T141654987878
   90      -3.4562      0.00        0.00    0.040400     0.031     0.063    85.551    24.413     0b111    20190603T141655956464
   80      -3.0716      0.57        1.25    0.035081     0.029     0.063    87.557    24.413     0b111    20190603T141656919833
   70      -2.6875      0.00        0.00    0.029763     0.025     0.063    90.298    24.413     0b111    20190603T141657891546
   60      -2.3013      0.00        0.00    0.024438     0.000     0.000    94.169    24.382     0b111    20190603T141658860443
   50      -1.9163      0.00        0.00    0.019125     0.000     0.000   100.196    24.382     0b111    20190603T141659825767
   40      -1.5325      0.00        0.00    0.013813     0.000     0.000   110.950    24.445     0b111    20190603T141700787739
   30      -1.1487      0.00        0.00    0.008550     0.025     0.063   134.357    24.413     0b111    20190603T141701746376
   20      -0.7638      0.00        0.00    0.003313     0.000     0.000   230.566    24.382     0b111    20190603T141702707357
   10      -0.3813      0.00        0.00    0.000000     0.000     0.000     1.000    24.413     0b111    20190603T141703667343
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.413     0b111    20190603T141704626916
