Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7837      0.00        0.00    0.052438     0.000     0.000    91.228    31.294     0b111    20181017T184851627389
  120      -4.6776      0.37        1.25    0.051000     0.000     0.000    91.718    31.294     0b111    20181017T184852585241
  110      -4.2866      0.57        1.25    0.045744     0.019     0.062    93.710    31.294     0b111    20181017T184853543642
  100      -3.8963      0.00        0.00    0.040500     0.000     0.000    96.204    31.294     0b111    20181017T184854500376
   90      -3.5071      0.57        1.25    0.035250     0.000     0.000    99.493    31.262     0b111    20181017T184855457212
   80      -3.1172      0.50        1.25    0.030037     0.031     0.063   103.779    31.262     0b111    20181017T184856413349
   70      -2.7264      0.38        1.25    0.024813     0.000     0.000   109.879    31.230     0b111    20181017T184857368707
   60      -2.3339      0.37        1.25    0.019556     0.019     0.063   119.342    31.230     0b111    20181017T184858323814
   50      -1.9444      0.62        1.25    0.014313     0.000     0.000   135.852    31.230     0b111    20181017T184859279543
   40      -1.5541      0.57        1.25    0.009119     0.019     0.063   170.432    31.230     0b111    20181017T184900235993
   30      -1.1650      0.00        0.00    0.003900     0.031     0.063   298.718    31.230     0b111    20181017T184901191842
   20      -0.7737      0.00        0.00    0.000000     0.000     0.000     1.000    31.167     0b111    20181017T184902147128
   10      -0.3850      0.00        0.00    0.000000     0.000     0.000     1.000    31.230     0b111    20181017T184903102584
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    31.167     0b111    20181017T184904058715
