Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.24733     4.37167     22.79645      29.48637     32.02283    0b1111111111111111    20190412T091325611794
 2.24742     4.37333     22.79645      29.48637     32.02283    0b1111111111111111    20190412T091326028976
 2.24737     4.37083     22.82815      29.48637     32.05453    0b1111111111111111    20190412T091326447979
 2.24742     4.37333     22.82815      29.48637     32.05453    0b1111111111111111    20190412T091326866571
 2.24752     4.37417     24.41344      29.51807     32.05453    0b1111111111111111    20190412T091327286969
 2.24775     4.37500     26.28408      29.48637     32.05453    0b1111111111111111    20190412T091327706797
 2.24789     4.37417     28.31325      29.51807     32.05453    0b1111111111111111    20190412T091328124521
 2.24808     4.37250     29.77172      29.51807     32.08624    0b1111111111111111    20190412T091328542935
 2.24836     4.37583     31.42042      29.51807     32.11795    0b1111111111111111    20190412T091328961535
 2.24873     4.37583     32.91059      29.51807     32.08624    0b1111111111111111    20190412T091329379927
 2.24887     4.37583     34.30564      29.54978     32.11795    0b1111111111111111    20190412T091329798058
 2.24906     4.37750     35.82752      29.54978     32.11795    0b1111111111111111    20190412T091330216829
 2.24916     4.37500     37.19087      29.54978     32.11795    0b1111111111111111    20190412T091330635137
 2.24934     4.37917     38.52251      29.51807     32.11795    0b1111111111111111    20190412T091331056318
 2.24948     4.38000     39.60051      29.54978     32.14965    0b1111111111111111    20190412T091331475167
 2.24972     4.37667     40.71021      29.54978     32.14965    0b1111111111111111    20190412T091331893813
 2.24986     4.38083     41.85162      29.54978     32.14965    0b1111111111111111    20190412T091332312502
 2.25005     4.37917     42.99302      29.54978     32.14965    0b1111111111111111    20190412T091332731121
 2.25019     4.38083     44.07102      29.54978     32.14965    0b1111111111111111    20190412T091333149735
 2.25033     4.38000     44.92708      29.54978     32.14965    0b1111111111111111    20190412T091333568853
 2.25056     4.38000     45.97337      29.54978     32.18136    0b1111111111111111    20190412T091333987351
 2.25061     4.38000     46.89283      29.54978     32.18136    0b1111111111111111    20190412T091334407152
 2.25075     4.38167     47.68548      29.54978     32.18136    0b1111111111111111    20190412T091334825592
 2.25098     4.38083     48.57324      29.58148     32.18136    0b1111111111111111    20190412T091335244219
 2.25098     4.38333     49.39759      29.58148     32.18136    0b1111111111111111    20190412T091335662192
 2.25117     4.38167     50.15853      29.58148     32.21306    0b1111111111111111    20190412T091336080982
 2.25122     4.38167     50.88776      29.58148     32.21306    0b1111111111111111    20190412T091336499933
 2.25136     4.38167     51.71211      29.58148     32.21306    0b1111111111111111    20190412T091336917051
 2.25150     4.38417     52.28282      29.58148     32.18136    0b1111111111111111    20190412T091337335932
 2.25159     4.38333     52.91693      29.58148     32.21306    0b1111111111111111    20190412T091337754334
 2.25178     4.38250     53.64616      29.54978     32.21306    0b1111111111111111    20190412T091338173818
 2.25188     4.38250     54.28028      29.58148     32.21306    0b1111111111111111    20190412T091338592163
 2.25197     4.38417     54.88269      29.58148     32.24477    0b1111111111111111    20190412T091339011400
 2.25202     4.38333     55.45339      29.58148     32.24477    0b1111111111111111    20190412T091339429799
 2.25216     4.38417     56.02410      29.58148     32.21306    0b1111111111111111    20190412T091339848626
 2.25225     4.38500     56.46798      29.61319     32.18136    0b1111111111111111    20190412T091340268388
 2.25239     4.38500     56.88015      29.61319     32.21306    0b1111111111111111    20190412T091340687007
 2.25258     4.38583     57.41915      29.58148     32.24477    0b1111111111111111    20190412T091341105001
 2.25248     4.38583     57.79962      29.61319     32.24477    0b1111111111111111    20190412T091341525391
 2.25272     4.38667     58.33862      29.58148     32.21306    0b1111111111111111    20190412T091341944460
 2.25291     4.38750     58.75079      29.61319     32.24477    0b1111111111111111    20190412T091342364126
 2.25309     4.38667     59.00444      29.61319     32.24477    0b1111111111111111    20190412T091342783451
 2.25300     4.38833     59.35320      29.61319     32.24477    0b1111111111111111    20190412T091343201688
 2.25309     4.38667     59.67026      29.61319     32.21306    0b1111111111111111    20190412T091343620190
 2.25319     4.38667     59.79708      29.61319     32.24477    0b1111111111111111    20190412T091344038789
 2.25323     4.38917     60.14585      29.58148     32.24477    0b1111111111111111    20190412T091344456842
 2.25323     4.38750     60.55802      29.61319     32.24477    0b1111111111111111    20190412T091344875668
 2.25328     4.38667     61.03361      29.58148     32.24477    0b1111111111111111    20190412T091345294795
 2.25338     4.38833     61.47749      29.61319     32.27647    0b1111111111111111    20190412T091345714043
 2.25352     4.38667     61.79455      29.61319     32.24477    0b1111111111111111    20190412T091346133916
 2.25342     4.38833     62.07990      29.61319     32.24477    0b1111111111111111    20190412T091346553637
 2.25352     4.38750     62.36525      29.61319     32.27647    0b1111111111111111    20190412T091346971778
 2.25370     4.38833     62.80913      29.61319     32.24477    0b1111111111111111    20190412T091347389242
 2.25370     4.38833     62.96766      29.64490     32.24477    0b1111111111111111    20190412T091347807610
 2.25380     4.38917     63.25301      29.64490     32.27647    0b1111111111111111    20190412T091348226009
 2.25384     4.39083     63.60178      29.61319     32.27647    0b1111111111111111    20190412T091348644597
 2.25398     4.39000     64.01395      29.61319     32.24477    0b1111111111111111    20190412T091349064713
 2.25403     4.38917     64.26760      29.64490     32.27647    0b1111111111111111    20190412T091349483006
 2.25417     4.39000     64.55295      29.64490     32.27647    0b1111111111111111    20190412T091349903709
