Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7540      0.50        1.25    0.060750     0.000     0.000    78.255    24.952     0b111    20181011T120420389156
  120      -4.4325      0.00        0.00    0.056313     0.000     0.000    78.713    24.952     0b111    20181011T120421442275
  110      -4.0625      0.00        0.00    0.051275     0.031     0.063    79.230    24.952     0b111    20181011T120422493225
  100      -3.6934      0.57        1.25    0.046231     0.029     0.062    79.889    24.921     0b111    20181011T120423546866
   90      -3.3244      0.63        1.25    0.041187     0.000     0.000    80.713    24.952     0b111    20181011T120424600964
   80      -2.9550      0.00        0.00    0.036144     0.029     0.062    81.757    24.952     0b111    20181011T120425652535
   70      -2.5857      0.61        1.25    0.031125     0.000     0.000    83.076    24.952     0b111    20181011T120426703934
   60      -2.2139      0.37        1.25    0.026069     0.019     0.063    84.924    24.952     0b111    20181011T120427755614
   50      -1.8450      0.00        0.00    0.021063     0.000     0.000    87.596    24.952     0b111    20181011T120428805395
   40      -1.4750      0.00        0.00    0.016063     0.000     0.000    91.829    24.921     0b111    20181011T120429855328
   30      -1.1062      0.00        0.00    0.011063     0.000     0.000   100.000    24.952     0b111    20181011T120430904736
   20      -0.7362      0.00        0.00    0.006125     0.000     0.000   120.204    24.921     0b111    20181011T120431954678
   10      -0.3675      0.00        0.00    0.001125     0.000     0.000   326.667    24.921     0b111    20181011T120433005631
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.921     0b111    20181011T120434056180
