Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8288      0.00        0.00    0.062500     0.000     0.000    77.260    24.382     0b111    20181005T184829522112
  120      -4.8173      0.50        1.25    0.062338     0.031     0.062    77.277    24.350     0b111    20181005T184830571668
  110      -4.4637      0.00        0.00    0.057563     0.000     0.000    77.546    24.413     0b111    20181005T184831623309
  100      -4.0565      0.50        1.25    0.052125     0.000     0.000    77.823    24.413     0b111    20181005T184832672897
   90      -3.6513      0.00        0.00    0.046687     0.000     0.000    78.206    24.382     0b111    20181005T184833723746
   80      -3.2444      0.63        1.25    0.041244     0.019     0.063    78.663    24.382     0b111    20181005T184834774766
   70      -2.8375      0.00        0.00    0.035775     0.031     0.063    79.315    24.413     0b111    20181005T184835824088
   60      -2.4288      0.00        0.00    0.030313     0.000     0.000    80.124    24.413     0b111    20181005T184836873563
   50      -2.0238      0.00        0.00    0.024913     0.031     0.063    81.234    24.413     0b111    20181005T184837924793
   40      -1.6187      0.00        0.00    0.019500     0.000     0.000    83.013    24.413     0b111    20181005T184838977278
   30      -1.2138      0.00        0.00    0.014088     0.031     0.063    86.158    24.413     0b111    20181005T184840027307
   20      -0.8076      0.37        1.25    0.008731     0.029     0.063    92.498    24.413     0b111    20181005T184841078757
   10      -0.4032      0.61        1.25    0.003313     0.000     0.000   121.736    24.382     0b111    20181005T184842129171
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.413     0b111    20181005T184843179278
