Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.067875     0.000     0.000    70.184    30.025     0b111    20190612T133947472422
  120      -4.5300      0.00        0.00    0.064625     0.000     0.000    70.097    30.025     0b111    20190612T133948430276
  110      -4.1516      0.57        1.25    0.059437     0.000     0.000    69.849    30.057     0b111    20190612T133949388511
  100      -3.7750      0.00        0.00    0.054294     0.029     0.063    69.529    30.025     0b111    20190612T133950349871
   90      -3.3975      0.00        0.00    0.049125     0.000     0.000    69.160    30.057     0b111    20190612T133951309517
   80      -3.0200      0.00        0.00    0.043975     0.031     0.062    68.675    30.057     0b111    20190612T133952267062
   70      -2.6412      0.00        0.00    0.038813     0.000     0.000    68.052    30.057     0b111    20190612T133953224580
   60      -2.2612      0.00        0.00    0.033625     0.000     0.000    67.249    30.057     0b111    20190612T133954183028
   50      -1.8837      0.00        0.00    0.028437     0.000     0.000    66.242    30.089     0b111    20190612T133955141548
   40      -1.5062      0.00        0.00    0.023313     0.000     0.000    64.611    30.057     0b111    20190612T133956101159
   30      -1.1287      0.00        0.00    0.018187     0.000     0.000    62.062    30.057     0b111    20190612T133957058025
   20      -0.7512      0.00        0.00    0.013063     0.000     0.000    57.512    30.057     0b111    20190612T133958015420
   10      -0.3738      0.00        0.00    0.007919     0.029     0.063    47.198    30.057     0b111    20190612T133958974621
    0      -0.0000      0.00        0.00    0.002762     0.025     0.063    -0.000    30.057     0b111    20190612T133959933984
