Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7573      0.50        1.25    0.092244     0.019     0.062    51.573    24.509    0b1001    20190603T175020727426
  120      -4.5120      0.61        1.25    0.087938     0.000     0.000    51.309    24.509    0b1001    20190603T175021693762
  110      -4.1350      0.00        0.00    0.081500     0.000     0.000    50.736    24.509    0b1001    20190603T175022653100
  100      -3.7588      0.00        0.00    0.075063     0.000     0.000    50.075    24.509    0b1001    20190603T175023612459
   90      -3.3825      0.00        0.00    0.068650     0.031     0.062    49.272    24.509    0b1001    20190603T175024571294
   80      -3.0063      0.00        0.00    0.062250     0.000     0.000    48.293    24.540    0b1001    20190603T175025532132
   70      -2.6288      0.00        0.00    0.055813     0.000     0.000    47.100    24.509    0b1001    20190603T175026493734
   60      -2.2509      0.57        1.25    0.049375     0.000     0.000    45.587    24.509    0b1001    20190603T175027452482
   50      -1.8742      0.61        1.25    0.042938     0.000     0.000    43.651    24.509    0b1001    20190603T175028411854
   40      -1.4984      0.57        1.25    0.036563     0.000     0.000    40.981    24.540    0b1001    20190603T175029370241
   30      -1.1219      0.62        1.25    0.030187     0.000     0.000    37.164    24.540    0b1001    20190603T175030330063
   20      -0.7461      0.37        1.25    0.023813     0.000     0.000    31.333    24.540    0b1001    20190603T175031291339
   10      -0.3700      0.00        0.00    0.017419     0.029     0.063    21.241    24.540    0b1001    20190603T175032252785
    0      -0.0000      0.00        0.00    0.011000     0.000     0.000    -0.000    24.509    0b1001    20190603T175033211585
