Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7525      0.00        0.00    0.070300     0.025     0.062    67.603    23.304    0b1111    20190416T111213589538
  120      -4.5850      0.00        0.00    0.067813     0.000     0.000    67.613    23.304    0b1111    20190416T111214544422
  110      -4.2021      0.57        1.25    0.062125     0.000     0.000    67.640    23.304    0b1111    20190416T111215501157
  100      -3.8200      0.00        0.00    0.056500     0.000     0.000    67.611    23.304    0b1111    20190416T111216457891
   90      -3.4375      0.00        0.00    0.050812     0.000     0.000    67.651    23.335    0b1111    20190416T111217413251
   80      -3.0551      0.37        1.25    0.045187     0.000     0.000    67.610    23.304    0b1111    20190416T111218368820
   70      -2.6725      0.00        0.00    0.039550     0.025     0.063    67.573    23.335    0b1111    20190416T111219324551
   60      -2.2884      0.57        1.25    0.033863     0.025     0.063    67.578    23.335    0b1111    20190416T111220283415
   50      -1.9061      0.37        1.25    0.028200     0.025     0.063    67.593    23.304    0b1111    20190416T111221239912
   40      -1.5237      0.00        0.00    0.022562     0.000     0.000    67.535    23.335    0b1111    20190416T111222196423
   30      -1.1412      0.00        0.00    0.016937     0.000     0.000    67.380    23.367    0b1111    20190416T111223153033
   20      -0.7588      0.00        0.00    0.011325     0.025     0.063    66.998    23.335    0b1111    20190416T111224110228
   10      -0.3763      0.00        0.00    0.005687     0.000     0.000    66.154    23.335    0b1111    20190416T111225068625
    0      -0.0000      0.00        0.00    0.000088     0.031     0.062    -0.000    23.335    0b1111    20190416T111226023627
