Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7900      0.00        0.00    0.051000     0.000     0.000    93.922    24.762       0b0    20190618T160417416165
  120      -4.7779      0.57        1.25    0.050881     0.019     0.063    93.902    24.794       0b0    20190618T160418382121
  110      -4.4394      0.63        1.25    0.047375     0.000     0.000    93.707    24.762       0b0    20190618T160419349669
  100      -4.0359      0.57        1.25    0.043175     0.025     0.063    93.477    24.794       0b0    20190618T160420313669
   90      -3.6338      0.00        0.00    0.038950     0.025     0.063    93.293    24.794       0b0    20190618T160421279755
   80      -3.2305      0.61        1.25    0.034750     0.000     0.000    92.964    24.762       0b0    20190618T160422245820
   70      -2.8275      0.00        0.00    0.030562     0.000     0.000    92.515    24.762       0b0    20190618T160423211849
   60      -2.4213      0.00        0.00    0.026312     0.000     0.000    92.019    24.794       0b0    20190618T160424175912
   50      -2.0162      0.00        0.00    0.022113     0.025     0.062    91.181    24.762       0b0    20190618T160425138706
   40      -1.6125      0.00        0.00    0.017875     0.000     0.000    90.210    24.762       0b0    20190618T160426100795
   30      -1.2075      0.00        0.00    0.013625     0.000     0.000    88.624    24.762       0b0    20190618T160427066283
   20      -0.8037      0.00        0.00    0.009437     0.000     0.000    85.166    24.731       0b0    20190618T160428032358
   10      -0.3994      0.63        1.25    0.005194     0.019     0.062    76.895    24.731       0b0    20190618T160428997084
    0      -0.0000      0.00        0.00    0.001000     0.000     0.000    -0.000    24.731       0b0    20190618T160429963365
