Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7902      0.50        1.25    0.044000     0.000     0.000   108.869    25.269       0b0    20190614T132004497988
  120      -4.7263      0.00        0.00    0.043250     0.000     0.000   109.277    25.269       0b0    20190614T132005465124
  110      -4.3312      0.00        0.00    0.039075     0.025     0.063   110.845    25.238       0b0    20190614T132006429109
  100      -3.9363      0.00        0.00    0.034931     0.019     0.062   112.686    25.269       0b0    20190614T132007401598
   90      -3.5425      0.00        0.00    0.030750     0.000     0.000   115.203    25.238       0b0    20190614T132008368544
   80      -3.1488      0.00        0.00    0.026569     0.019     0.063   118.513    25.238       0b0    20190614T132009334489
   70      -2.7538      0.00        0.00    0.022437     0.000     0.000   122.730    25.206       0b0    20190614T132010299727
   60      -2.3579      0.57        1.25    0.018250     0.000     0.000   129.199    25.238       0b0    20190614T132011262747
   50      -1.9649      0.37        1.25    0.014125     0.000     0.000   139.106    25.206       0b0    20190614T132012226440
   40      -1.5712      0.00        0.00    0.009987     0.025     0.063   157.322    25.238       0b0    20190614T132013186966
   30      -1.1788      0.00        0.00    0.005875     0.000     0.000   200.638    25.238       0b0    20190614T132014148077
   20      -0.7840      0.50        1.25    0.001756     0.019     0.062   446.406    25.238       0b0    20190614T132015115897
   10      -0.3912      0.00        0.00    0.000000     0.000     0.000     1.000    25.238       0b0    20190614T132016081795
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.238       0b0    20190614T132017047780
