Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7309      0.57        1.25    0.072562     0.000     0.000    65.197    23.716    0b1111    20190524T170900932593
  120      -4.5738      0.00        0.00    0.070250     0.000     0.000    65.107    23.716    0b1111    20190524T170901890794
  110      -4.1912      0.00        0.00    0.064613     0.025     0.063    64.867    23.716    0b1111    20190524T170902863689
  100      -3.8109      0.57        1.25    0.058950     0.025     0.063    64.646    23.748    0b1111    20190524T170903833522
   90      -3.4300      0.00        0.00    0.053312     0.000     0.000    64.338    23.748    0b1111    20190524T170904789470
   80      -3.0487      0.00        0.00    0.047688     0.000     0.000    63.932    23.748    0b1111    20190524T170905748201
   70      -2.6675      0.00        0.00    0.042063     0.000     0.000    63.418    23.779    0b1111    20190524T170906707206
   60      -2.2838      0.00        0.00    0.036381     0.019     0.062    62.773    23.748    0b1111    20190524T170907672860
   50      -1.9025      0.00        0.00    0.030750     0.000     0.000    61.870    23.779    0b1111    20190524T170908639981
   40      -1.5212      0.00        0.00    0.025131     0.019     0.063    60.532    23.748    0b1111    20190524T170909612451
   30      -1.1400      0.00        0.00    0.019500     0.000     0.000    58.462    23.779    0b1111    20190524T170910584411
   20      -0.7588      0.00        0.00    0.013900     0.031     0.062    54.586    23.779    0b1111    20190524T170911556052
   10      -0.3775      0.00        0.00    0.008250     0.000     0.000    45.758    23.779    0b1111    20190524T170912514725
    0      -0.0000      0.00        0.00    0.002625     0.000     0.000    -0.000    23.779    0b1111    20190524T170913473242
