Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7812      0.00        0.00    0.075063     0.000     0.000    63.697    24.572    0b1001    20190606T150926967957
  120      -4.4750      0.00        0.00    0.069750     0.000     0.000    64.158    24.540    0b1001    20190606T150927928072
  110      -4.1013      0.00        0.00    0.063338     0.031     0.062    64.752    24.572    0b1001    20190606T150928887424
  100      -3.7288      0.00        0.00    0.057013     0.025     0.062    65.402    24.572    0b1001    20190606T150929847153
   90      -3.3574      0.37        1.25    0.050738     0.025     0.063    66.171    24.604    0b1001    20190606T150930807391
   80      -2.9844      0.62        1.25    0.044438     0.000     0.000    67.159    24.572    0b1001    20190606T150931767122
   70      -2.6112      0.00        0.00    0.038125     0.000     0.000    68.492    24.572    0b1001    20190606T150932729205
   60      -2.2362      0.00        0.00    0.031813     0.000     0.000    70.295    24.572    0b1001    20190606T150933686728
   50      -1.8638      0.00        0.00    0.025500     0.000     0.000    73.088    24.540    0b1001    20190606T150934645718
   40      -1.4913      0.00        0.00    0.019250     0.000     0.000    77.468    24.572    0b1001    20190606T150935606279
   30      -1.1188      0.00        0.00    0.012938     0.000     0.000    86.473    24.572    0b1001    20190606T150936563126
   20      -0.7450      0.00        0.00    0.006719     0.031     0.063   110.884    24.572    0b1001    20190606T150937522746
   10      -0.3738      0.00        0.00    0.000488     0.025     0.062   766.667    24.572    0b1001    20190606T150938479727
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.604    0b1001    20190606T150939438102
