Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7404      0.57        1.25    0.068937     0.000     0.000    68.763    25.872    0b1111    20190605T150429288307
  120      -4.4850      0.00        0.00    0.065187     0.000     0.000    68.802    25.840    0b1111    20190605T150430245341
  110      -4.1100      0.00        0.00    0.059688     0.000     0.000    68.859    25.872    0b1111    20190605T150431202458
  100      -3.7362      0.00        0.00    0.054194     0.019     0.063    68.942    25.872    0b1111    20190605T150432166897
   90      -3.3625      0.00        0.00    0.048725     0.031     0.063    69.010    25.872    0b1111    20190605T150433123400
   80      -2.9888      0.00        0.00    0.043250     0.000     0.000    69.104    25.872    0b1111    20190605T150434081490
   70      -2.6138      0.00        0.00    0.037750     0.000     0.000    69.238    25.904    0b1111    20190605T150435040868
   60      -2.2375      0.00        0.00    0.032250     0.000     0.000    69.380    25.872    0b1111    20190605T150436003601
   50      -1.8638      0.00        0.00    0.026750     0.000     0.000    69.673    25.904    0b1111    20190605T150436966354
   40      -1.4887      0.00        0.00    0.021313     0.000     0.000    69.853    25.904    0b1111    20190605T150437934607
   30      -1.1150      0.00        0.00    0.015813     0.000     0.000    70.514    25.872    0b1111    20190605T150438897575
   20      -0.7412      0.00        0.00    0.010375     0.000     0.000    71.446    25.904    0b1111    20190605T150439858196
   10      -0.3675      0.00        0.00    0.004875     0.000     0.000    75.385    25.872    0b1111    20190605T150440820791
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.904    0b1111    20190605T150441781274
