Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7665      0.50        1.25    0.067875     0.000     0.000    70.225    24.889    0b1001    20191210T170253406339
  120      -4.5550      0.00        0.00    0.064213     0.031     0.063    70.936    24.889    0b1001    20191210T170254373689
  110      -4.1746      0.57        1.25    0.057750     0.000     0.000    72.288    24.889    0b1001    20191210T170255339298
  100      -3.7955      0.61        1.25    0.051287     0.031     0.063    74.004    24.889    0b1001    20191210T170256306532
   90      -3.4164      0.37        1.25    0.044812     0.000     0.000    76.237    24.889    0b1001    20191210T170257272247
   80      -3.0375      0.00        0.00    0.038375     0.000     0.000    79.153    24.889    0b1001    20191210T170258233222
   70      -2.6575      0.00        0.00    0.031938     0.000     0.000    83.209    24.889    0b1001    20191210T170259192589
   60      -2.2763      0.00        0.00    0.025438     0.000     0.000    89.484    24.889    0b1001    20191210T170300149775
   50      -1.8962      0.00        0.00    0.019000     0.000     0.000    99.803    24.889    0b1001    20191210T170301110513
   40      -1.5170      0.61        1.25    0.012550     0.025     0.063   120.876    24.889    0b1001    20191210T170302070386
   30      -1.1375      0.00        0.00    0.006125     0.000     0.000   185.714    24.857    0b1001    20191210T170303026627
   20      -0.7575      0.00        0.00    0.000000     0.000     0.000     1.000    24.889    0b1001    20191210T170303984336
   10      -0.3788      0.00        0.00    0.000000     0.000     0.000     1.000    24.889    0b1001    20191210T170304942365
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.889    0b1001    20191210T170305899451
