Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8000      0.00        0.00    0.062525     0.031     0.062    76.769    24.033    0b1111    20190410T161241417987
  120      -4.6600      0.00        0.00    0.060475     0.031     0.063    77.057    24.033    0b1111    20190410T161242372745
  110      -4.2700      0.00        0.00    0.054813     0.000     0.000    77.902    24.065    0b1111    20190410T161243324566
  100      -3.8813      0.00        0.00    0.049125     0.000     0.000    79.008    24.065    0b1111    20190410T161244278927
   90      -3.4937      0.00        0.00    0.043463     0.031     0.062    80.385    24.065    0b1111    20190410T161245235576
   80      -3.1050      0.00        0.00    0.037813     0.000     0.000    82.116    24.065    0b1111    20190410T161246191143
   70      -2.7162      0.00        0.00    0.032175     0.025     0.063    84.421    24.096    0b1111    20190410T161247146632
   60      -2.3260      0.50        1.25    0.026500     0.000     0.000    87.774    24.096    0b1111    20190410T161248101902
   50      -1.9375      0.00        0.00    0.020813     0.000     0.000    93.093    24.096    0b1111    20190410T161249057762
   40      -1.5488      0.00        0.00    0.015188     0.000     0.000   101.975    24.096    0b1111    20190410T161250013623
   30      -1.1600      0.00        0.00    0.009562     0.000     0.000   121.307    24.096    0b1111    20190410T161250969944
   20      -0.7724      0.37        1.25    0.003975     0.031     0.063   194.308    24.096    0b1111    20190410T161251924560
   10      -0.3838      0.00        0.00    0.000000     0.000     0.000     1.000    24.096    0b1111    20190410T161252879413
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.128    0b1111    20190410T161253834024
