Vavg[V]      Itot[A]     Tboard[C]     Taux1[C]     Taux2[C]     LUstate              Timestamp
 2.25197     4.38000     23.93786      30.62777     32.68865    0b1111111111111111    20190614T142623703546
 2.25197     4.38000     23.96956      30.65948     32.68865    0b1111111111111111    20190614T142624123559
 2.25206     4.38000     23.93786      30.65948     32.68865    0b1111111111111111    20190614T142624545952
 2.25197     4.37917     23.96956      30.69119     32.72036    0b1111111111111111    20190614T142624970282
 2.25192     4.37917     23.96956      30.65948     32.75206    0b1111111111111111    20190614T142625393769
 2.25202     4.38000     23.96956      30.65948     32.72036    0b1111111111111111    20190614T142625819550
 2.25192     4.38417     24.00127      30.65948     32.72036    0b1111111111111111    20190614T142626242914
 2.25202     4.38167     23.96956      30.65948     32.72036    0b1111111111111111    20190614T142626664990
 2.25197     4.38167     24.00127      30.65948     32.72036    0b1111111111111111    20190614T142627085168
 2.25206     4.37917     24.00127      30.69119     32.72036    0b1111111111111111    20190614T142627507833
 2.25211     4.38083     24.00127      30.69119     32.75206    0b1111111111111111    20190614T142627924954
 2.25375     4.38667     24.03297      30.65948     32.75206    0b1111111111111111    20190614T142628341697
 2.25352     4.38333     24.00127      30.69119     32.75206    0b1111111111111111    20190614T142628761255
 2.25347     4.38500     24.03297      30.69119     32.72036    0b1111111111111111    20190614T142629184253
 2.25342     4.38417     24.03297      30.65948     32.72036    0b1111111111111111    20190614T142629608248
 2.25347     4.38500     24.03297      30.69119     32.75206    0b1111111111111111    20190614T142630031485
 2.25338     4.38250     24.06468      30.69119     32.72036    0b1111111111111111    20190614T142630455485
 2.25333     4.38333     24.06468      30.69119     32.75206    0b1111111111111111    20190614T142630880796
 2.25338     4.38417     24.09639      30.65948     32.75206    0b1111111111111111    20190614T142631302001
 2.25333     4.38250     24.06468      30.69119     32.75206    0b1111111111111111    20190614T142631725715
 2.25328     4.38333     24.09639      30.65948     32.75206    0b1111111111111111    20190614T142632149207
 2.25333     4.38333     24.09639      30.69119     32.75206    0b1111111111111111    20190614T142632571841
 2.25333     4.38250     24.09639      30.69119     32.72036    0b1111111111111111    20190614T142632995076
 2.25319     4.38333     24.09639      30.69119     32.75206    0b1111111111111111    20190614T142633414051
 2.25319     4.38500     24.12809      30.65948     32.75206    0b1111111111111111    20190614T142633839057
