Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.060625     0.000     0.000    78.660    24.731     0b111    20190521T154821094690
  120      -4.7563      0.00        0.00    0.060437     0.000     0.000    78.697    24.731     0b111    20190521T154822052940
  110      -4.5220      0.61        1.25    0.057250     0.000     0.000    78.987    24.731     0b111    20190521T154823011544
  100      -4.1100      0.00        0.00    0.051687     0.000     0.000    79.516    24.731     0b111    20190521T154823971531
   90      -3.7000      0.00        0.00    0.046131     0.019     0.063    80.206    24.731     0b111    20190521T154824929911
   80      -3.2900      0.00        0.00    0.040563     0.000     0.000    81.109    24.731     0b111    20190521T154825887256
   70      -2.8788      0.00        0.00    0.035006     0.019     0.063    82.235    24.762     0b111    20190521T154826849998
   60      -2.4650      0.00        0.00    0.029437     0.000     0.000    83.737    24.731     0b111    20190521T154827815645
   50      -2.0538      0.00        0.00    0.023813     0.000     0.000    86.247    24.762     0b111    20190521T154828781579
   40      -1.6416      0.57        1.25    0.018200     0.025     0.062    90.199    24.731     0b111    20190521T154829738183
   30      -1.2300      0.00        0.00    0.012619     0.019     0.063    97.474    24.731     0b111    20190521T154830696632
   20      -0.8187      0.00        0.00    0.007006     0.019     0.063   116.860    24.731     0b111    20190521T154831653418
   10      -0.4080      0.61        1.25    0.001437     0.000     0.000   283.826    24.762     0b111    20190521T154832608229
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.699     0b111    20190521T154833564962
