Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7788      0.00        0.00    0.073063     0.000     0.000    65.406    25.111    0b1111    20190614T120421738421
  120      -4.6112      0.00        0.00    0.070562     0.000     0.000    65.350    25.111    0b1111    20190614T120422704516
  110      -4.2263      0.00        0.00    0.064937     0.000     0.000    65.082    25.143    0b1111    20190614T120423672159
  100      -3.8414      0.38        1.25    0.059250     0.000     0.000    64.833    25.143    0b1111    20190614T120424637734
   90      -3.4588      0.00        0.00    0.053625     0.000     0.000    64.499    25.111    0b1111    20190614T120425598970
   80      -3.0747      0.50        1.25    0.047938     0.000     0.000    64.141    25.111    0b1111    20190614T120426565819
   70      -2.6901      0.38        1.25    0.042312     0.000     0.000    63.578    25.143    0b1111    20190614T120427532341
   60      -2.3039      0.38        1.25    0.036625     0.000     0.000    62.904    25.143    0b1111    20190614T120428503472
   50      -1.9200      0.00        0.00    0.030937     0.000     0.000    62.061    25.143    0b1111    20190614T120429470695
   40      -1.5363      0.00        0.00    0.025312     0.000     0.000    60.691    25.111    0b1111    20190614T120430440953
   30      -1.1524      0.37        1.25    0.019669     0.029     0.063    58.589    25.111    0b1111    20190614T120431410474
   20      -0.7681      0.62        1.25    0.014063     0.000     0.000    54.622    25.111    0b1111    20190614T120432380273
   10      -0.3839      0.37        1.25    0.008375     0.000     0.000    45.836    25.111    0b1111    20190614T120433348877
    0      -0.0000      0.00        0.00    0.002750     0.000     0.000    -0.000    25.143    0b1111    20190614T120434315447
