Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7559      0.57        1.25    0.075225     0.031     0.063    63.222    31.008    0b1001    20190611T133905113422
  120      -4.6763      0.00        0.00    0.073875     0.000     0.000    63.299    31.008    0b1001    20190611T133906077071
  110      -4.2850      0.00        0.00    0.067263     0.025     0.062    63.706    31.040    0b1001    20190611T133907042095
  100      -3.8950      0.00        0.00    0.060731     0.029     0.063    64.135    31.040    0b1001    20190611T133908002590
   90      -3.5063      0.00        0.00    0.054187     0.000     0.000    64.706    31.040    0b1001    20190611T133908959204
   80      -3.1163      0.00        0.00    0.047625     0.000     0.000    65.433    31.040    0b1001    20190611T133909919922
   70      -2.7262      0.00        0.00    0.041100     0.031     0.063    66.332    31.040    0b1001    20190611T133910880767
   60      -2.3345      0.61        1.25    0.034513     0.025     0.063    67.642    31.040    0b1001    20190611T133911840043
   50      -1.9450      0.00        0.00    0.028000     0.000     0.000    69.464    31.040    0b1001    20190611T133912799901
   40      -1.5550      0.00        0.00    0.021462     0.031     0.062    72.452    31.040    0b1001    20190611T133913758262
   30      -1.1663      0.00        0.00    0.014938     0.000     0.000    78.075    31.040    0b1001    20190611T133914719838
   20      -0.7766      0.57        1.25    0.008450     0.025     0.063    91.908    31.040    0b1001    20190611T133915678482
   10      -0.3875      0.00        0.00    0.001938     0.000     0.000   200.000    31.040    0b1001    20190611T133916639485
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    31.040    0b1001    20190611T133917599830
