Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7643      0.61        1.25    0.066875     0.000     0.000    71.241    24.477     0b111    20181005T184814480565
  120      -4.7512      0.00        0.00    0.066687     0.000     0.000    71.246    24.445     0b111    20181005T184815531795
  110      -4.4688      0.00        0.00    0.062750     0.000     0.000    71.215    24.477     0b111    20181005T184816582012
  100      -4.0613      0.00        0.00    0.057169     0.029     0.063    71.040    24.509     0b111    20181005T184817635249
   90      -3.6562      0.00        0.00    0.051562     0.000     0.000    70.909    24.477     0b111    20181005T184818686878
   80      -3.2502      0.50        1.25    0.045988     0.025     0.062    70.677    24.509     0b111    20181005T184819737591
   70      -2.8449      0.38        1.25    0.040381     0.019     0.063    70.450    24.477     0b111    20181005T184820788108
   60      -2.4363      0.00        0.00    0.034775     0.031     0.063    70.058    24.509     0b111    20181005T184821839796
   50      -2.0287      0.00        0.00    0.029187     0.000     0.000    69.507    24.509     0b111    20181005T184822891720
   40      -1.6225      0.00        0.00    0.023625     0.000     0.000    68.677    24.477     0b111    20181005T184823942147
   30      -1.2163      0.00        0.00    0.018063     0.000     0.000    67.336    24.509     0b111    20181005T184824992103
   20      -0.8088      0.00        0.00    0.012500     0.000     0.000    64.700    24.477     0b111    20181005T184826044624
   10      -0.4037      0.00        0.00    0.006963     0.031     0.063    57.989    24.477     0b111    20181005T184827095672
    0      -0.0000      0.00        0.00    0.001437     0.000     0.000    -0.000    24.477     0b111    20181005T184828144801
