Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7638      0.00        0.00    0.091250     0.000     0.000    52.205    24.952    0b1001    20190603T143907951081
  120      -4.6463      0.00        0.00    0.089187     0.000     0.000    52.095    24.952    0b1001    20190603T143908911283
  110      -4.2575      0.00        0.00    0.082562     0.000     0.000    51.567    24.984    0b1001    20190603T143909870137
  100      -3.8687      0.00        0.00    0.075956     0.029     0.062    50.934    24.952    0b1001    20190603T143910827146
   90      -3.4819      0.62        1.25    0.069375     0.000     0.000    50.189    24.984    0b1001    20190603T143911784000
   80      -3.0938      0.00        0.00    0.062813     0.000     0.000    49.254    24.984    0b1001    20190603T143912740710
   70      -2.7063      0.00        0.00    0.056250     0.000     0.000    48.111    24.952    0b1001    20190603T143913698100
   60      -2.3163      0.00        0.00    0.049688     0.000     0.000    46.616    24.952    0b1001    20190603T143914654832
   50      -1.9288      0.00        0.00    0.043125     0.000     0.000    44.725    24.984    0b1001    20190603T143915612793
   40      -1.5413      0.00        0.00    0.036563     0.000     0.000    42.154    24.984    0b1001    20190603T143916570809
   30      -1.1538      0.00        0.00    0.030000     0.000     0.000    38.458    24.984    0b1001    20190603T143917529124
   20      -0.7663      0.00        0.00    0.023500     0.000     0.000    32.606    24.952    0b1001    20190603T143918487148
   10      -0.3790      0.50        1.25    0.016937     0.000     0.000    22.376    24.952    0b1001    20190603T143919443201
    0      -0.0000      0.00        0.00    0.010388     0.025     0.062    -0.000    24.952    0b1001    20190603T143920399503
