Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8275      0.00        0.00    0.051625     0.000     0.000    93.511    24.984       0b0    20190625T175117850050
  120      -4.5708      0.61        1.25    0.048875     0.000     0.000    93.519    24.984       0b0    20190625T175118811885
  110      -4.1887      0.00        0.00    0.044875     0.000     0.000    93.343    24.984       0b0    20190625T175119778045
  100      -3.8088      0.00        0.00    0.040844     0.031     0.063    93.252    24.952       0b0    20190625T175120741612
   90      -3.4283      0.61        1.25    0.036869     0.019     0.063    92.985    24.984       0b0    20190625T175121704612
   80      -3.0475      0.00        0.00    0.032875     0.000     0.000    92.700    24.984       0b0    20190625T175122669309
   70      -2.6663      0.00        0.00    0.028875     0.000     0.000    92.338    24.984       0b0    20190625T175123634037
   60      -2.2838      0.00        0.00    0.024875     0.000     0.000    91.809    24.984       0b0    20190625T175124598669
   50      -1.9025      0.00        0.00    0.020875     0.000     0.000    91.138    24.952       0b0    20190625T175125559661
   40      -1.5216      0.57        1.25    0.016913     0.031     0.063    89.970    24.952       0b0    20190625T175126525291
   30      -1.1412      0.00        0.00    0.012938     0.000     0.000    88.213    24.952       0b0    20190625T175127489254
   20      -0.7600      0.00        0.00    0.009044     0.029     0.063    84.036    24.952       0b0    20190625T175128457239
   10      -0.3800      0.00        0.00    0.005062     0.000     0.000    75.062    24.952       0b0    20190625T175129420721
    0      -0.0000      0.00        0.00    0.001131     0.019     0.063    -0.000    24.952       0b0    20190625T175130386440
