Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7837      0.00        0.00    0.067500     0.000     0.000    70.870    24.033    0b1111    20190409T145022987411
  120      -4.4625      0.00        0.00    0.062838     0.031     0.062    71.017    24.033    0b1111    20190409T145023943505
  110      -4.0900      0.00        0.00    0.057437     0.000     0.000    71.208    24.033    0b1111    20190409T145024899505
  100      -3.7175      0.00        0.00    0.052062     0.000     0.000    71.405    24.033    0b1111    20190409T145025856600
   90      -3.3457      0.61        1.25    0.046669     0.029     0.063    71.691    24.065    0b1111    20190409T145026811837
   80      -2.9737      0.00        0.00    0.041294     0.029     0.063    72.015    24.033    0b1111    20190409T145027765569
   70      -2.6012      0.00        0.00    0.035900     0.031     0.062    72.458    24.096    0b1111    20190409T145028720967
   60      -2.2262      0.00        0.00    0.030500     0.000     0.000    72.992    24.065    0b1111    20190409T145029679950
   50      -1.8538      0.00        0.00    0.025125     0.000     0.000    73.781    24.065    0b1111    20190409T145030635187
   40      -1.4814      0.37        1.25    0.019800     0.025     0.063    74.817    24.096    0b1111    20190409T145031591395
   30      -1.1100      0.00        0.00    0.014438     0.000     0.000    76.883    24.096    0b1111    20190409T145032546287
   20      -0.7375      0.00        0.00    0.009125     0.000     0.000    80.822    24.065    0b1111    20190409T145033501565
   10      -0.3651      0.38        1.25    0.003806     0.019     0.063    95.928    24.065    0b1111    20190409T145034457624
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.096    0b1111    20190409T145035412319
