Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.056794     0.029     0.063    84.076    24.984     0b111    20190909T151316311512
  120      -4.6750      0.00        0.00    0.055387     0.025     0.063    84.405    24.984     0b111    20190909T151317278913
  110      -4.2850      0.00        0.00    0.050119     0.019     0.063    85.497    25.016     0b111    20190909T151318247129
  100      -3.8950      0.00        0.00    0.044812     0.000     0.000    86.918    24.952     0b111    20190909T151319213228
   90      -3.5063      0.00        0.00    0.039563     0.000     0.000    88.626    25.016     0b111    20190909T151320176029
   80      -3.1175      0.00        0.00    0.034281     0.031     0.063    90.939    24.984     0b111    20190909T151321142674
   70      -2.7275      0.00        0.00    0.029000     0.000     0.000    94.052    24.984     0b111    20190909T151322111147
   60      -2.3361      0.38        1.25    0.023737     0.025     0.063    98.415    24.984     0b111    20190909T151323076508
   50      -1.9465      0.50        1.25    0.018494     0.019     0.062   105.252    24.984     0b111    20190909T151324041508
   40      -1.5588      0.00        0.00    0.013250     0.000     0.000   117.642    24.984     0b111    20190909T151325005495
   30      -1.1687      0.00        0.00    0.008000     0.000     0.000   146.094    25.016     0b111    20190909T151325969973
   20      -0.7800      0.00        0.00    0.002856     0.029     0.063   273.085    24.984     0b111    20190909T151326937511
   10      -0.3912      0.00        0.00    0.000000     0.000     0.000     1.000    25.016     0b111    20190909T151327909982
    0      -0.0014      0.38        1.25    0.000000     0.000     0.000     1.000    25.016     0b111    20190909T151328878931
