Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7613      0.00        0.00    0.057219     0.031     0.063    83.211    24.762    0b1111    20190531T150247159773
  120      -4.5575      0.00        0.00    0.054187     0.000     0.000    84.106    24.794    0b1111    20190531T150248122997
  110      -4.1763      0.00        0.00    0.048588     0.031     0.063    85.953    24.794    0b1111    20190531T150249085482
  100      -3.7962      0.00        0.00    0.043000     0.000     0.000    88.285    24.794    0b1111    20190531T150250046967
   90      -3.4170      0.61        1.25    0.037400     0.031     0.062    91.364    24.794    0b1111    20190531T150251006701
   80      -3.0369      0.63        1.25    0.031813     0.000     0.000    95.462    24.794    0b1111    20190531T150251968688
   70      -2.6562      0.00        0.00    0.026244     0.019     0.063   101.215    24.794    0b1111    20190531T150252929807
   60      -2.2738      0.00        0.00    0.020625     0.000     0.000   110.242    24.794    0b1111    20190531T150253889838
   50      -1.8938      0.00        0.00    0.015063     0.000     0.000   125.726    24.826    0b1111    20190531T150254849591
   40      -1.5137      0.00        0.00    0.009500     0.000     0.000   159.342    24.826    0b1111    20190531T150255809272
   30      -1.1350      0.00        0.00    0.003937     0.000     0.000   288.254    24.794    0b1111    20190531T150256769861
   20      -0.7546      0.57        1.25    0.000000     0.000     0.000     1.000    24.794    0b1111    20190531T150257730599
   10      -0.3750      0.00        0.00    0.000000     0.000     0.000     1.000    24.826    0b1111    20190531T150258691208
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.794    0b1111    20190531T150259650071
