Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7737      0.00        0.00    0.069250     0.000     0.000    68.935    25.016    0b1111    20181019T170057187175
  120      -4.5525      0.00        0.00    0.066000     0.000     0.000    68.977    25.048    0b1111    20181019T170058144785
  110      -4.1725      0.00        0.00    0.060437     0.000     0.000    69.038    25.016    0b1111    20181019T170059102611
  100      -3.7925      0.00        0.00    0.054875     0.000     0.000    69.112    25.016    0b1111    20181019T170100059482
   90      -3.4138      0.00        0.00    0.049312     0.000     0.000    69.227    25.016    0b1111    20181019T170101016354
   80      -3.0338      0.00        0.00    0.043750     0.000     0.000    69.343    25.048    0b1111    20181019T170101975691
   70      -2.6545      0.61        1.25    0.038187     0.000     0.000    69.512    25.016    0b1111    20181019T170102933952
   60      -2.2725      0.00        0.00    0.032625     0.000     0.000    69.655    25.048    0b1111    20181019T170103889183
   50      -1.8935      0.50        1.25    0.027125     0.000     0.000    69.806    25.016    0b1111    20181019T170104844821
   40      -1.5137      0.00        0.00    0.021625     0.000     0.000    70.000    25.048    0b1111    20181019T170105801106
   30      -1.1350      0.00        0.00    0.016113     0.025     0.063    70.442    25.016    0b1111    20181019T170106756004
   20      -0.7550      0.00        0.00    0.010637     0.025     0.063    70.975    25.016    0b1111    20181019T170107711711
   10      -0.3763      0.00        0.00    0.005131     0.019     0.063    73.325    25.048    0b1111    20181019T170108667993
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.016    0b1111    20181019T170109625718
