Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7600      0.00        0.00    0.047500     0.000     0.000   100.211    23.811       0b0    20190411T175024918481
  120      -4.5063      0.00        0.00    0.044800     0.025     0.063   100.586    23.779       0b0    20190411T175025874542
  110      -4.1297      0.50        1.25    0.040813     0.000     0.000   101.188    23.779       0b0    20190411T175026830525
  100      -3.7546      0.57        1.25    0.036813     0.000     0.000   101.993    23.748       0b0    20190411T175027786012
   90      -3.3790      0.50        1.25    0.032869     0.019     0.063   102.803    23.779       0b0    20190411T175028740284
   80      -3.0038      0.00        0.00    0.028875     0.000     0.000   104.026    23.779       0b0    20190411T175029694397
   70      -2.6285      0.50        1.25    0.024931     0.019     0.063   105.430    23.748       0b0    20190411T175030650381
   60      -2.2500      0.00        0.00    0.020938     0.000     0.000   107.463    23.748       0b0    20190411T175031604865
   50      -1.8750      0.00        0.00    0.016987     0.025     0.063   110.375    23.748       0b0    20190411T175032558598
   40      -1.4987      0.00        0.00    0.013000     0.000     0.000   115.288    23.779       0b0    20190411T175033511919
   30      -1.1239      0.37        1.25    0.009062     0.000     0.000   124.014    23.779       0b0    20190411T175034469356
   20      -0.7475      0.00        0.00    0.005175     0.025     0.063   144.444    23.748       0b0    20190411T175035424179
   10      -0.3725      0.00        0.00    0.001244     0.019     0.063   299.497    23.748       0b0    20190411T175036379624
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.748       0b0    20190411T175037333858
