Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7971      0.57        1.25    0.059813     0.000     0.000    80.203    24.033    0b1111    20190411T160525777181
  120      -4.5725      0.00        0.00    0.056500     0.000     0.000    80.929    24.001    0b1111    20190411T160526731658
  110      -4.1900      0.00        0.00    0.050875     0.000     0.000    82.359    24.033    0b1111    20190411T160527686384
  100      -3.8088      0.00        0.00    0.045275     0.031     0.063    84.125    24.033    0b1111    20190411T160528641713
   90      -3.4275      0.00        0.00    0.039687     0.000     0.000    86.362    24.033    0b1111    20190411T160529597407
   80      -3.0463      0.00        0.00    0.034063     0.000     0.000    89.431    24.065    0b1111    20190411T160530551322
   70      -2.6637      0.00        0.00    0.028500     0.000     0.000    93.465    24.065    0b1111    20190411T160531506956
   60      -2.2801      0.37        1.25    0.022875     0.000     0.000    99.678    24.065    0b1111    20190411T160532465065
   50      -1.8988      0.00        0.00    0.017250     0.000     0.000   110.072    24.033    0b1111    20190411T160533419842
   40      -1.5175      0.00        0.00    0.011688     0.000     0.000   129.840    24.065    0b1111    20190411T160534377394
   30      -1.1369      0.62        1.25    0.006125     0.000     0.000   185.612    24.065    0b1111    20190411T160535332480
   20      -0.7550      0.00        0.00    0.000625     0.000     0.000  1208.000    24.065    0b1111    20190411T160536288147
   10      -0.3738      0.00        0.00    0.000000     0.000     0.000     1.000    24.065    0b1111    20190411T160537243237
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.033    0b1111    20190411T160538197566
