Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7607      0.61        1.25    0.068200     0.025     0.063    69.806    23.684    0b1111    20190411T142506686184
  120      -4.7188      0.00        0.00    0.067562     0.000     0.000    69.843    23.716    0b1111    20190411T142507637901
  110      -4.3240      0.50        1.25    0.061750     0.000     0.000    70.024    23.684    0b1111    20190411T142508593425
  100      -3.9300      0.00        0.00    0.056000     0.000     0.000    70.179    23.716    0b1111    20190411T142509548907
   90      -3.5373      0.50        1.25    0.050206     0.029     0.063    70.454    23.716    0b1111    20190411T142510505104
   80      -3.1438      0.00        0.00    0.044444     0.019     0.062    70.735    23.716    0b1111    20190411T142511460232
   70      -2.7488      0.00        0.00    0.038687     0.000     0.000    71.050    23.716    0b1111    20190411T142512415211
   60      -2.3534      0.57        1.25    0.032938     0.000     0.000    71.450    23.716    0b1111    20190411T142513369059
   50      -1.9600      0.00        0.00    0.027188     0.000     0.000    72.092    23.748    0b1111    20190411T142514325418
   40      -1.5665      0.50        1.25    0.021475     0.031     0.062    72.945    23.748    0b1111    20190411T142515283789
   30      -1.1738      0.00        0.00    0.015750     0.000     0.000    74.524    23.748    0b1111    20190411T142516238898
   20      -0.7801      0.37        1.25    0.010119     0.019     0.063    77.097    23.716    0b1111    20190411T142517194122
   10      -0.3875      0.00        0.00    0.004437     0.000     0.000    87.324    23.748    0b1111    20190411T142518149647
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.748    0b1111    20190411T142519106503
