Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7635      0.50        1.25    0.060969     0.031     0.063    78.130    24.826     0b111    20190614T153204115127
  120      -4.4875      0.00        0.00    0.057187     0.000     0.000    78.470    24.826     0b111    20190614T153205079839
  110      -4.1115      0.50        1.25    0.052062     0.000     0.000    78.972    24.889     0b111    20190614T153206045944
  100      -3.7375      0.00        0.00    0.046950     0.025     0.063    79.606    24.857     0b111    20190614T153207013064
   90      -3.3638      0.00        0.00    0.041875     0.000     0.000    80.328    24.889     0b111    20190614T153207978916
   80      -2.9888      0.00        0.00    0.036750     0.000     0.000    81.327    24.889     0b111    20190614T153208942361
   70      -2.6138      0.00        0.00    0.031687     0.000     0.000    82.485    24.889     0b111    20190614T153209906770
   60      -2.2375      0.00        0.00    0.026562     0.000     0.000    84.235    24.889     0b111    20190614T153210872494
   50      -1.8625      0.00        0.00    0.021456     0.029     0.062    86.805    24.921     0b111    20190614T153211834228
   40      -1.4887      0.00        0.00    0.016375     0.000     0.000    90.916    24.889     0b111    20190614T153212799216
   30      -1.1148      0.50        1.25    0.011313     0.000     0.000    98.541    24.889     0b111    20190614T153213759220
   20      -0.7400      0.00        0.00    0.006269     0.029     0.063   118.046    24.889     0b111    20190614T153214724535
   10      -0.3663      0.00        0.00    0.001200     0.025     0.063   305.208    24.889     0b111    20190614T153215687835
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    24.889     0b111    20190614T153216653660
