Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.8088      0.00        0.00    0.064125     0.000     0.000    74.990    23.557    0b1111    20190617T103343719420
  120      -4.5375      0.00        0.00    0.060175     0.025     0.063    75.405    23.557    0b1111    20190617T103344683748
  110      -4.1587      0.00        0.00    0.054625     0.000     0.000    76.133    23.589    0b1111    20190617T103345649979
  100      -3.7812      0.00        0.00    0.049125     0.000     0.000    76.972    23.557    0b1111    20190617T103346615295
   90      -3.4037      0.00        0.00    0.043606     0.029     0.063    78.056    23.557    0b1111    20190617T103347580695
   80      -3.0250      0.00        0.00    0.038062     0.000     0.000    79.475    23.589    0b1111    20190617T103348545363
   70      -2.6468      0.61        1.25    0.032563     0.000     0.000    81.282    23.621    0b1111    20190617T103349511294
   60      -2.2662      0.00        0.00    0.027000     0.000     0.000    83.935    23.621    0b1111    20190617T103350473781
   50      -1.8875      0.00        0.00    0.021500     0.000     0.000    87.791    23.589    0b1111    20190617T103351439010
   40      -1.5100      0.00        0.00    0.015981     0.029     0.063    94.486    23.589    0b1111    20190617T103352403239
   30      -1.1312      0.00        0.00    0.010444     0.019     0.063   108.318    23.589    0b1111    20190617T103353367979
   20      -0.7531      0.62        1.25    0.005000     0.000     0.000   150.625    23.589    0b1111    20190617T103354334111
   10      -0.3750      0.00        0.00    0.000000     0.000     0.000     1.000    23.589    0b1111    20190617T103355294576
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.621    0b1111    20190617T103356262177
