Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7775      0.00        0.00    0.061750     0.000     0.000    77.368    25.872     0b111    20181016T160230464571
  120      -4.7409      0.57        1.25    0.061225     0.031     0.063    77.434    25.872     0b111    20181016T160231430047
  110      -4.3462      0.00        0.00    0.055813     0.000     0.000    77.872    25.840     0b111    20181016T160232397663
  100      -3.9503      0.50        1.25    0.050438     0.000     0.000    78.320    25.872     0b111    20181016T160233365014
   90      -3.5562      0.00        0.00    0.045062     0.000     0.000    78.918    25.872     0b111    20181016T160234336498
   80      -3.1612      0.00        0.00    0.039687     0.000     0.000    79.654    25.840     0b111    20181016T160235300861
   70      -2.7662      0.00        0.00    0.034313     0.000     0.000    80.619    25.840     0b111    20181016T160236270759
   60      -2.3687      0.00        0.00    0.028875     0.000     0.000    82.035    25.840     0b111    20181016T160237236181
   50      -1.9738      0.00        0.00    0.023500     0.000     0.000    83.989    25.840     0b111    20181016T160238203221
   40      -1.5800      0.00        0.00    0.018144     0.029     0.063    87.082    25.840     0b111    20181016T160239168423
   30      -1.1846      0.57        1.25    0.012813     0.000     0.000    92.459    25.840     0b111    20181016T160240123899
   20      -0.7888      0.00        0.00    0.007450     0.025     0.063   105.872    25.808     0b111    20181016T160241084160
   10      -0.3950      0.00        0.00    0.002125     0.000     0.000   185.882    25.808     0b111    20181016T160242042035
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    25.808     0b111    20181016T160242998118
