Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7750      0.00        0.00    0.072812     0.000     0.000    65.579    26.665     0b111    20190613T170151973120
  120      -4.6613      0.00        0.00    0.071250     0.000     0.000    65.421    26.665     0b111    20190613T170152931992
  110      -4.2713      0.00        0.00    0.065875     0.000     0.000    64.839    26.696     0b111    20190613T170153888330
  100      -3.8825      0.00        0.00    0.060562     0.000     0.000    64.107    26.696     0b111    20190613T170154847699
   90      -3.4950      0.00        0.00    0.055200     0.025     0.063    63.315    26.665     0b111    20190613T170155807059
   80      -3.1062      0.00        0.00    0.049875     0.000     0.000    62.281    26.728     0b111    20190613T170156763183
   70      -2.7175      0.00        0.00    0.044519     0.029     0.063    61.042    26.728     0b111    20190613T170157720647
   60      -2.3263      0.00        0.00    0.039150     0.031     0.063    59.419    26.696     0b111    20190613T170158678012
   50      -1.9375      0.00        0.00    0.033813     0.000     0.000    57.301    26.696     0b111    20190613T170159636140
   40      -1.5488      0.00        0.00    0.028469     0.031     0.063    54.402    26.696     0b111    20190613T170200593960
   30      -1.1600      0.00        0.00    0.023125     0.000     0.000    50.162    26.696     0b111    20190613T170201555731
   20      -0.7713      0.00        0.00    0.017813     0.000     0.000    43.298    26.696     0b111    20190613T170202522457
   10      -0.3825      0.00        0.00    0.012450     0.025     0.063    30.723    26.696     0b111    20190613T170203483748
    0      -0.0000      0.00        0.00    0.007094     0.031     0.063    -0.000    26.665     0b111    20190613T170204443548
