Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7650      0.00        0.00    0.055125     0.000     0.000    86.440    24.445       0b0    20190531T181352933990
  120      -4.5562      0.00        0.00    0.052875     0.000     0.000    86.170    24.477       0b0    20190531T181353889093
  110      -4.1750      0.00        0.00    0.048812     0.000     0.000    85.531    24.445       0b0    20190531T181354846582
  100      -3.7945      0.61        1.25    0.044750     0.000     0.000    84.793    24.445       0b0    20190531T181355806081
   90      -3.4150      0.00        0.00    0.040687     0.000     0.000    83.932    24.413       0b0    20190531T181356762527
   80      -3.0350      0.00        0.00    0.036650     0.031     0.062    82.810    24.413       0b0    20190531T181357719949
   70      -2.6544      0.63        1.25    0.032619     0.019     0.063    81.376    24.445       0b0    20190531T181358676184
   60      -2.2725      0.00        0.00    0.028562     0.000     0.000    79.562    24.445       0b0    20190531T181359632882
   50      -1.8925      0.00        0.00    0.024500     0.000     0.000    77.245    24.445       0b0    20190531T181400590241
   40      -1.5125      0.00        0.00    0.020438     0.000     0.000    74.006    24.413       0b0    20190531T181401544856
   30      -1.1325      0.00        0.00    0.016431     0.019     0.063    68.924    24.413       0b0    20190531T181402502373
   20      -0.7538      0.00        0.00    0.012438     0.000     0.000    60.603    24.413       0b0    20190531T181403460858
   10      -0.3738      0.00        0.00    0.008375     0.000     0.000    44.627    24.413       0b0    20190531T181404426719
    0      -0.0000      0.00        0.00    0.004363     0.025     0.063    -0.000    24.413       0b0    20190531T181405395677
