Vset[DAC]   V[V]      dVRMS[mV]   dVpp[mV]   I[A]     dIRMS[mA]   dIpp[mA]   R[ohm]   T[C]     State      Timestamp
  130      -4.7687      0.00        0.00    0.045312     0.000     0.000   105.241    23.874       0b0    20181005T142510024188
  120      -4.5050      0.00        0.00    0.042500     0.000     0.000   106.000    23.874       0b0    20181005T142511077202
  110      -4.1287      0.00        0.00    0.038500     0.000     0.000   107.240    23.874       0b0    20181005T142512129445
  100      -3.7529      0.57        1.25    0.034500     0.000     0.000   108.779    23.906       0b0    20181005T142513180637
   90      -3.3788      0.00        0.00    0.030500     0.000     0.000   110.779    23.874       0b0    20181005T142514233370
   80      -3.0026      0.38        1.25    0.026500     0.000     0.000   113.307    23.874       0b0    20181005T142515284600
   70      -2.6275      0.00        0.00    0.022506     0.019     0.063   116.745    23.874       0b0    20181005T142516333487
   60      -2.2496      0.57        1.25    0.018500     0.000     0.000   121.601    23.874       0b0    20181005T142517384718
   50      -1.8738      0.00        0.00    0.014544     0.029     0.063   128.835    23.874       0b0    20181005T142518439219
   40      -1.4987      0.00        0.00    0.010563     0.000     0.000   141.893    23.874       0b0    20181005T142519492954
   30      -1.1237      0.00        0.00    0.006600     0.031     0.063   170.265    23.843       0b0    20181005T142520542143
   20      -0.7488      0.00        0.00    0.002687     0.000     0.000   278.605    23.874       0b0    20181005T142521594898
   10      -0.3738      0.00        0.00    0.000000     0.000     0.000     1.000    23.874       0b0    20181005T142522644804
    0      -0.0000      0.00        0.00    0.000000     0.000     0.000     1.000    23.874       0b0    20181005T142523695215
